UniprotID_TF	UniprotID_Target	NCBI_GeneID_TF	NCBI_GeneID_Target	Name_TF	Name_Target	Detection_method	PubmedID	Organism	Source_database	Small-scale_evidence	TF_TFLink_ortho	TF_nonTFLink_ortho	Target_TFLink_ortho	Target_nonTFLink_ortho	source
A5JNG8	Q7T314	792333	322645	nanog	tomm40	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Mm:Q9QYA2;Rn:G3V8F5	-	tf-link
F1QDF2	F2Z4W3	-	406724	sall4	zbtb2b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q8N680;Mm:Q3V3W4;Rn:D4ABS0	-	tf-link
A5JNG8	F1RA39	792333	569564	nanog	mical2b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	Hs:A0A2R8YFA9	tf-link
Q05AJ3	E7F881	30481	799085	gata1a	abhd6a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9BV23;Mm:Q8R2Y0;Rn:Q5XI64	-	tf-link
Q9I9E1	Q6NYX6	57930	266981	foxh1	ccnf	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P41002;Mm:P51944;Rn:Q8K4F8	-	tf-link
A5JNG8	A2BIE9	792333	-	nanog	qdprb1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q05AJ3	X1WH23	30481	100001676	gata1a	shpk	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q90270	A0A2R8QPY7	30333	100535338	pou5f1	LOC100535338	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	A0A2R8QUV2	-	58045	sall4	hoxc6b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
Q05AJ3	F1QQ34	30481	-	gata1a	mrpl13	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9BYD1;Ce:Q95QL2;Dm:Q9VJ38;Mm:Q9D1P0;Rn:Q5XFW4;Sc:Q12487	-	tf-link
Q9I9E1	Q6DH74	57930	436976	foxh1	snrnp27	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8WVK2;Ce:Q21739;Dm:Q9W1I6;Mm:Q8K194;Rn:D3ZR17	-	tf-link
Q9I9P9	A0A0R4IVU1	30639	415133	smad2	mafk	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:O60675;Mm:Q61827;Rn:Q6IRI7	-	tf-link
Q9I9E1	F1QY22	57930	101884054	foxh1	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	Q803K8	-	573207	sall4	creb1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
F1QDF2	E9QH04	-	569329	sall4	flvcr2b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
Q6P0E1	P35621	378723	30125	sox2	dvr1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:P48431;Rn:D4A543	Mm:Q60I23	-	-	tf-link
F1QDF2	E7F592	-	100334230	sall4	tti2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q6NXR4;Mm:Q8BGV4;Rn:Q66H56	-	tf-link
Q05AJ3	A5WUS3	30481	-	gata1a	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9P9	E7F8S2	30639	-	smad2	kif5ab	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	A0A2R8Q434	57930	-	foxh1	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q2THW0	792333	571795	nanog	zdhhc5a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	F1Q4V9	-	555578	sall4	rxraa	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
Q9I9E1	F1RB10	57930	-	foxh1	rgs7bpb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	F1QNT4	-	-	sall4	ugcg	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q16739;Ce:Q21054;Ce:O18037;Ce:G5EC84;Dm:Q9W297;Mm:O88693;Rn:Q9R0E0	-	tf-link
F1QDF2	A0A0R4IJ07	-	561039	sall4	elp1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:O95163;Mm:Q7TT37;Rn:F1LP76;Sc:Q06706	Dm:A0A0B4KFR6	tf-link
F1QDF2	Z4YI11	-	393628	sall4	phf10	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q8WUB8;Ce:Q2A950;Mm:K4DI61;Rn:A0A0G2K3M7	-	tf-link
Q9I9E1	Q5RGW3	57930	406293	foxh1	tcp11l2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8N4U5;Mm:Q8K1H7;Rn:Q568Z0	-	tf-link
F1QDF2	B0R1D0	-	326884	sall4	psmc4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:P43686;Ce:P46502;Dm:Q9V405;Mm:P54775;Rn:Q63570;Sc:P33298	-	tf-link
Q98TU2	A9C464	64603	571755	eomesa	si:ch211-170d8.2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:O95936;Mm:O54839;Rn:D3ZY52	-	-	-	tf-link
F1QDF2	B0S5M5	-	-	sall4	lss	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:P48449;Mm:Q8BLN5;Rn:A0A0G2JVC8;Sc:P38604	-	tf-link
A5JNG8	A0A0R4IZA6	792333	-	nanog	hspg2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	D6RRB7	322275	560913	rad21a	map2k7	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	F1Q7P7	57930	-	foxh1	pdap1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q13442;Mm:Q3UHX2;Rn:Q62785	-	tf-link
Q9I9E1	A0A0R4IHL6	57930	791461	foxh1	parn	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Mm:A0A0R4J0P6;Rn:A0A0G2K6N8	Hs:A0A494C0W0	tf-link
A5JNG8	A0A0R4I9B5	792333	373870	nanog	vax1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q5SQQ9;Mm:Q2NKI2;Rn:Q9JM00	-	tf-link
F1QDF2	F1QDA0	-	-	sall4	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
A5JNG8	E7F4F2	792333	-	nanog	adgrg2a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	A0A0R4IIZ9	322275	-	rad21a	si:zfos-128g4.2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	Q8JFV8	57930	-	foxh1	vat1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q99536;Mm:Q62465;Rn:Q3MIE4	-	tf-link
A5JNG8	A9JTE3	792333	449817	nanog	nckap5l	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Mm:Q8BQR4	Hs:F8VRX7;Dm:Q9VAF4;Rn:A0A0G2K3M8	tf-link
Q9I9E1	Q6NX86	57930	321622	foxh1	hmgb1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6EHI4	Q6P980	393202	335799	hif1ab	sod2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	Hs:P04179;Ce:P31161;Ce:P41977;Mm:P09671;Rn:P07895;Sc:P00447	Dm:A0A0B4LGQ1	tf-link
Q9I9E1	A0A0R4IDL2	57930	-	foxh1	lcat	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P04180;Mm:P16301	Rn:P18424	tf-link
A5JNG8	Q5TYX1	792333	30115	nanog	mixl1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	E7F658	792333	100007768	nanog	mrpl52	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q86TS9;Dm:Q7JWG9;Mm:Q9D0Y8;Rn:B2RYV8	-	tf-link
Q6TEL1	F1Q8J0	322275	565672	rad21a	rnpc3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q96LT9;Mm:Q3UZ01;Rn:Q4G055	-	tf-link
Q6EHI4	Q6NY50	393202	-	hif1ab	bhlhe40	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	Hs:O14503;Mm:O35185;Rn:Q76JQ4	-	tf-link
Q9I9E1	Q6PC14	57930	336812	foxh1	rpl23	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P62829;Ce:P48158;Dm:P48159;Mm:P62830;Rn:P62832;Sc:P0CX41	-	tf-link
A5JNG8	B0R0Q0	792333	-	nanog	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	F1Q883	792333	406762	nanog	pgd	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P52209;Ce:Q17761;Mm:Q9DCD0;Sc:P53319;Sc:P38720	Dm:M9PIS3	tf-link
A5JNG8	B0S4Z5	792333	-	nanog	dohh	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9BU89;Ce:Q17949;Dm:Q9V9U4;Mm:Q99LN9;Rn:Q5PPJ4;Sc:P47120	-	tf-link
Q9I9P9	Q5XWT8	30639	553052	smad2	rasd4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	A0A2R8RU06	-	566757	sall4	afap1l1a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
A5JNG8	F1QCN0	792333	-	nanog	gatd3a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:A0A0B4J2D5;Hs:P0DPI2;Mm:Q9D172;Rn:P56571	Hs:A0A096LPI6	tf-link
Q9I9E1	Q6DRM0	57930	335756	foxh1	get1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:O00258;Mm:Q8K0D7	Hs:A0A3B3ISE9;Rn:Q6P6S5	tf-link
Q05AJ3	R4GDZ3	30481	-	gata1a	gpr108	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	E7FE04	-	567853	sall4	si:ch211-267e7.3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
F1QDF2	Q1LU93	-	560419	sall4	abitram	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q9NX38;Dm:Q9VFR1;Mm:Q80ZQ9;Rn:D4AE08	-	tf-link
F1QDF2	A4U7F9	-	100036767	sall4	plod2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:O00469;Mm:Q9R0B9;Rn:D3ZQR7	-	tf-link
A5JNG8	A9JRB9	792333	799638	nanog	phospho2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8TCD6;Dm:Q9VWF0;Mm:Q9D9M5;Rn:Q66HC4	-	tf-link
F1QDF2	A0A2R8QHR3	-	-	sall4	desi1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
A5JNG8	A0A0G2KV14	792333	-	nanog	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	F1RCW3	322275	-	rad21a	faah	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Ce:O45089;Ce:Q17447;Ce:Q17449	-	tf-link
Q9I9E1	F1R8J6	57930	406648	foxh1	ppt1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P50897;Ce:Q20390;Dm:Q9W3C7;Mm:O88531;Rn:P45479	-	tf-link
Q9I9E1	Q5RFW2	57930	494163	foxh1	tab2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9NYJ8;Mm:Q99K90	Rn:Q5U303	tf-link
Q9I9E1	F1QKY8	57930	-	foxh1	tubb2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q13885;Ce:P12456;Mm:Q7TMM9;Rn:P85108	-	tf-link
A5JNG8	X1WG23	792333	-	nanog	sptbn5	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	F1Q8K1	-	751725	sall4	hspa12a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:O43301;Mm:Q8K0U4;Rn:D3ZC55	-	tf-link
Q9I9E1	F1QPN1	57930	-	foxh1	ppp1r15b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q07998	F1R6B2	30399	30335	tbxta	eve1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Ce:Q9NA56	-	-	-	tf-link
A5JNG8	F8W3K6	792333	550234	nanog	exosc2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q13868;Ce:Q95XD0;Dm:Q9W1M9;Mm:Q8VBV3;Rn:D3ZBP3	-	tf-link
Q803I4	Q7ZYW7	-	394151	rnf2	atp5mc3a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P48201;Mm:Q9CR84;Mm:P56384;Rn:Q499S2	-	tf-link
Q6EHI4	F1QWL0	393202	-	hif1ab	cplx4c	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	-	-	tf-link
Q9I9E1	E7F9B4	57930	-	foxh1	si:dkey-264d12.4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	B8JL63	-	-	sall4	klf12b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q9Y4X4;Mm:O35738;Rn:D3ZG44	-	tf-link
A5JNG8	A0A1D5NS24	792333	100330581	nanog	wdr60	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8WVS4;Dm:Q7JR82;Mm:Q8C761;Rn:A0A0G2K1X3	-	tf-link
F1QDF2	F1Q4Y1	-	767748	sall4	abcd4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:O14678;Ce:F5GUC6;Mm:O89016;Rn:D4A576	-	tf-link
Q9I9E1	Q6NW85	57930	405859	foxh1	arih1l	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q5K548	792333	324857	nanog	olig4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	E7F557	792333	560346	nanog	zfx	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P17010	-	tf-link
Q9I9E1	Q68EH8	57930	445492	foxh1	flad1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Ce:Q22017;Mm:Q8R123;Rn:D4A4P4	-	tf-link
Q6TEL1	F1RAT9	322275	100192212	rad21a	naa30	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	X1WGE1	-	-	sall4	card11	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q9BXL7;Mm:Q8CIS0	-	tf-link
F1QDF2	A0A0R4IYK3	-	-	sall4	ctdsplb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:O15194	-	tf-link
A5JNG8	F1QWW1	792333	494060	nanog	pus1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9Y606;Ce:Q9XXN0;Rn:Q4KM92;Sc:P53167	Dm:Q9VDK6;Mm:H7BX59	tf-link
F1QDF2	A0A2R8QB05	-	565446	sall4	tjp2a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
A5JNG8	E7FFL9	792333	100151287	nanog	steap2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q8NFT2;Mm:Q8BWB6;Rn:D4A6H3	-	tf-link
Q98TU2	B3DLG5	64603	114550	eomesa	ednraa	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:O95936;Mm:O54839;Rn:D3ZY52	-	Mm:Q61614	-	tf-link
Q9I9E1	A0A0R4IZG6	57930	541437	foxh1	ptbp2a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q8AW60	792333	-	nanog	ivd	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Ce:G5EEH6;Dm:Q9VSL9;Mm:Q9JHI5;Rn:P12007	-	tf-link
Q6TEL1	E7F7V9	322275	100333245	rad21a	si:dkey-33c14.6	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	X1WEJ6	57930	446115	foxh1	nomo	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q15155;Hs:P69849;Hs:Q5JPE7;Ce:H2KYE0;Dm:A1Z843;Mm:Q6GQT9;Rn:D3ZSA9	-	tf-link
Q05AJ3	Q7SXI4	30481	393489	gata1a	zfand2a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	E7FFG7	57930	100333401	foxh1	tmem151bb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9P9	A0A2R8QL35	30639	-	smad2	ptpn11a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	E7EYV9	57930	569287	foxh1	ccdc142	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	F1R408	-	-	sall4	cited2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q99967;Mm:O35740;Rn:Q99MA1	-	tf-link
A5JNG8	Q6DHK9	792333	436896	nanog	rarres3l	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Mm:Q8R3U1;Rn:P53817	-	tf-link
A5JNG8	A0A2R9YJN8	792333	799650	nanog	ddx21	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6EHI4	A3KNK9	393202	565931	hif1ab	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q16665;Mm:Q61221;Rn:D4A8P8	-	-	-	tf-link
Q9I9E1	Q6DHF7	57930	436727	foxh1	gtpbp10	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:A4D1E9;Ce:Q95QU5;Dm:Q9I7M2;Mm:Q8K013;Rn:D4A3U1	-	tf-link
A5JNG8	E7F680	792333	565251	nanog	mrs2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9HD23;Mm:Q5NCE8;Rn:Q9ET09;Sc:Q01926;Sc:Q02783	-	tf-link
Q9I9E1	E7FBU7	57930	561138	foxh1	xpo1b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:O14980;Mm:Q6P5F9;Rn:Q80U96	-	tf-link
A5JNG8	Q90486	792333	30216;504174	nanog	ba1;ba1l	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9P9	F1R3X8	30639	100148645	smad2	cacna2d3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q6TEL3	792333	791998	nanog	cdc42se1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9NRR8;Mm:Q8BHL7;Rn:Q5BJM7	-	tf-link
Q6TEL1	Q7ZVI3	322275	327510	rad21a	rhoq	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P17081;Mm:Q8R527;Rn:Q9JJL4	-	tf-link
A5JNG8	Q1LWX1	792333	560783	nanog	si:rp71-45k5.2	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	E7FGJ0	57930	795199	foxh1	adam15	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	F1Q506	57930	403027	foxh1	snx10a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Mm:Q9CWT3;Rn:Q5BJX4	-	tf-link
Q9I9P9	E7F407	30639	-	smad2	-	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	Q307I6	-	568008	sall4	wwtr1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Hs:Q9GZV5;Mm:Q9EPK5;Rn:Q4V7E6	-	tf-link
F1QDF2	F1QS81	-	-	sall4	znf1004	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
A5JNG8	B0S6L3	792333	-	nanog	nlrc7	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	A0A0R4ISE6	57930	100006986	foxh1	si:dkey-29h14.10	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	Q6TGV6	57930	403011	foxh1	psma5	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P28066;Ce:Q95008;Dm:Q95083;Mm:Q9Z2U1;Rn:Q6P9V6;Sc:P32379	-	tf-link
A5JNG8	Q1LYG7	792333	-	nanog	btbd2a	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	E7F4U5	792333	798876	nanog	pip5k1ca	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:O60331;Mm:O70161	Rn:F1M8H6	tf-link
F1QDF2	A0A2R8Q8N1	-	-	sall4	ralgapa1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	-	-	tf-link
Q98TU2	Q24JV3	64603	677758	eomesa	rpl31	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:O95936;Mm:O54839;Rn:D3ZY52	-	Hs:P62899;Ce:Q9U332;Dm:Q9V597;Mm:P62900;Rn:A0A0G2K7E3;Rn:D4ABZ9;Rn:D3ZX87;Rn:P62902;Sc:P0C2H8;Sc:P0C2H9	Rn:D3ZKU5;Rn:D3ZU04	tf-link
A5JNG8	R4GEI9	792333	567619	nanog	si:dkey-25o16.4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	F1Q681	792333	793668	nanog	npy1r	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:P25929;Mm:Q04573;Rn:G3V7T1	-	tf-link
A5JNG8	Q6AXI5	792333	445286	nanog	picalmb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	E7FEL8	792333	-	nanog	stac	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q9I9E1	M9MMD6	57930	-	foxh1	ighv9-3	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
Q6TEL1	Q5TYY2	322275	559866	rad21a	exoc4	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q96A65;Ce:Q9XWS2;Dm:Q9VNH6;Mm:O35382;Rn:M0RBF8;Sc:P32855	-	tf-link
Q05AJ3	L0N8L8	30481	100136861	gata1a	cishb	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
A5JNG8	Q1LUU7	792333	30453	nanog	kifc1	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q9BW19;Mm:E9PUA5;Mm:Q9QWT9;Rn:Q5XI63	-	tf-link
Q9I9P9	Q6PH53	30639	336461	smad2	zfand6	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	Hs:Q6FIF0	-	tf-link
A5JNG8	A0A024B5K5	792333	793465	nanog	ece2b	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
F1QDF2	Q6GML6	-	431759	sall4	prss35	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	Hs:Q9UJQ4;Mm:Q8BX22;Rn:M0RDM1	-	Rn:F1LLW4	-	tf-link
Q6TEL1	H0WE67	322275	100333893	rad21a	znf1079	chromatin immunoprecipitation assay	27924024	Danio rerio	GTRD	No	-	-	-	-	tf-link
