GENE_PRODUCT_DB	GENE_PRODUCT_ID	SYMBOL	QUALIFIER	GO_TERM	GO_NAME	ECO_ID	GO_EVIDENCE_CODE	REFERENCE	WITH_FROM	TAXON_ID	ASSIGNED_BY	ANNOTATION_EXTENSION	GO_ASPECT
UniProtKB	A8KBJ5	LOC108190746	part_of	GO:0000786	nucleosome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0544	7955	UniProt		C
UniProtKB	A8KBJ5	LOC108190746	located_in	GO:0005634	nucleus	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0539	7955	UniProt		C
UniProtKB	A9JR35	unc5h2	enables	GO:0005042	netrin receptor activity	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1095412|PANTHER:PTN000286690|RGD:621755|RGD:621756	7955	GO_Central		F
UniProtKB	A9JR35	unc5h2	involved_in	GO:0033564	anterior/posterior axon guidance	ECO:0000318	IBA	PMID:21873635	MGI:MGI:894703|PANTHER:PTN002650022	7955	GO_Central		P
UniProtKB	A9JR35	unc5h2	involved_in	GO:0038007	netrin-activated signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037936	7955	InterPro		P
UniProtKB	A9JR35	unc5h2	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037936	7955	InterPro		C
UniProtKB	A9JR35	unc5h2	enables	GO:0005042	netrin receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037936	7955	InterPro		F
UniProtKB	A9JR35	unc5h2	involved_in	GO:0007165	signal transduction	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000488	7955	InterPro		P
UniProtKB	A9JR35	unc5h2	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	A9JR35	unc5h2	acts_upstream_of_or_within	GO:0048514	blood vessel morphogenesis	ECO:0000315	IMP	PMID:20466982	ZFIN:ZDB-MRPHLNO-080515-1	7955	ZFIN		P
UniProtKB	A9JR35	unc5h2	acts_upstream_of_or_within	GO:0016525	negative regulation of angiogenesis	ECO:0000315	IMP	PMID:15510105		7955	ZFIN		P
UniProtKB	A9JR35	unc5h2	acts_upstream_of_or_within	GO:0001569	branching involved in blood vessel morphogenesis	ECO:0000315	IMP	PMID:15510105		7955	ZFIN		P
UniProtKB	A9JR35	unc5h2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19765300	UniProtKB:A0A8M9PLL4	7955	IntAct		F
UniProtKB	A9JR35	unc5h2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19765300	UniProtKB:B8A507	7955	IntAct		F
UniProtKB	A9JR35	unc5h2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19765300	UniProtKB:F1QF54	7955	IntAct		F
UniProtKB	A9JR35	unc5h2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:A0A8M9PLL4	7955	IntAct		F
UniProtKB	A9JR35	unc5h2	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:O42140	7955	IntAct		F
UniProtKB	A9JR35	unc5h2	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0039	7955	UniProt		C
UniProtKB	A9JR35	unc5h2	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	7955	UniProt		C
UniProtKB	A9JR35	unc5h2	enables	GO:0005042	netrin receptor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001350782	7955	UniProt		F
UniProtKB	A9JR35	unc5h2	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001350782	7955	UniProt		C
UniProtKB	A9JRD6	csf1-1	is_active_in	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002559881|RGD:621063|UniProtKB:P09603	7955	GO_Central		C
UniProtKB	A9JRD6	csf1-1	enables	GO:0005125	cytokine activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002559881|UniProtKB:P09603	7955	GO_Central		F
UniProtKB	A9JRD6	csf1-1	enables	GO:0008083	growth factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008001	7955	InterPro		F
UniProtKB	A9JRD6	csf1-1	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008001	7955	InterPro		C
UniProtKB	A9JRD6	csf1-1	enables	GO:0005125	cytokine activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008001	7955	InterPro		F
UniProtKB	A9JRD6	csf1-1	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	A9JRD6	csf1-1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:A0A8M9QKN6	7955	IntAct		F
UniProtKB	A9JRD6	csf1-1	involved_in	GO:0007165	signal transduction	ECO:0000364	IEA	GO_REF:0000108	GO:0005125	7955	GOC		P
UniProtKB	A9JRD6	csf1-1	involved_in	GO:0007165	signal transduction	ECO:0000366	IEA	GO_REF:0000108	GO:0005125	7955	GOC		P
UniProtKB	A9JRD8	btbd6a	involved_in	GO:0022008	neurogenesis	ECO:0000318	IBA	PMID:21873635	FB:FBgn0262871|MGI:MGI:2385155|PANTHER:PTN001229949	7955	GO_Central		P
UniProtKB	A9JRD8	btbd6a	is_active_in	GO:0005829	cytosol	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2385155|PANTHER:PTN001229949|UniProtKB:Q9H0C5	7955	GO_Central		C
UniProtKB	A9JRD8	btbd6a	located_in	GO:0005634	nucleus	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0539	7955	UniProt		C
UniProtKB	A9JRD8	btbd6a	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	7955	UniProt		C
UniProtKB	A9JRD8	btbd6a	involved_in	GO:0030154	cell differentiation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0221	7955	UniProt		P
UniProtKB	A9JRD8	btbd6a	involved_in	GO:0007399	nervous system development	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0524	7955	UniProt		P
UniProtKB	A9JRD8	btbd6a	acts_upstream_of_or_within	GO:0050767	regulation of neurogenesis	ECO:0000316	IGI	PMID:20080956	ZFIN:ZDB-MRPHLNO-100526-1,ZFIN:ZDB-MRPHLNO-100526-2,ZFIN:ZDB-MRPHLNO-100526-3	7955	ZFIN		P
UniProtKB	A9JRD8	btbd6a	acts_upstream_of_or_within	GO:0050767	regulation of neurogenesis	ECO:0000315	IMP	PMID:20080956	ZFIN:ZDB-MRPHLNO-100526-1,ZFIN:ZDB-MRPHLNO-100526-2	7955	ZFIN		P
UniProtKB	A9JRD8	btbd6a	located_in	GO:0005634	nucleus	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0191	7955	UniProt		C
UniProtKB	A9JRD8	btbd6a	located_in	GO:0005737	cytoplasm	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	7955	UniProt		C
UniProtKB	A9JRH0	lrrn1	is_active_in	GO:0005615	extracellular space	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1913900|MGI:MGI:1921761|PANTHER:PTN001224703|RGD:68429|UniProtKB:P35858|UniProtKB:Q6EMK4	7955	GO_Central		C
UniProtKB	A9JRH0	lrrn1	is_active_in	GO:0031012	extracellular matrix	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1913900|MGI:MGI:3036284|PANTHER:PTN001224703|UniProtKB:Q6NUI6|UniProtKB:Q8TF66	7955	GO_Central		C
UniProtKB	A9JRH0	lrrn1	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	A9JRH0	lrrn1	acts_upstream_of_or_within	GO:0021628	olfactory nerve formation	ECO:0000315	IMP	PMID:24427155	ZFIN:ZDB-MRPHLNO-140417-2	7955	ZFIN		P
UniProtKB	A9JRH0	lrrn1	acts_upstream_of_or_within	GO:0071699	olfactory placode morphogenesis	ECO:0000315	IMP	PMID:24427155	ZFIN:ZDB-MRPHLNO-140417-2	7955	ZFIN		P
UniProtKB	A9JRH0	lrrn1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19765300	UniProtKB:Q503I7	7955	IntAct		F
UniProtKB	A9XP97	NHE3b	enables	GO:0015385	sodium:proton antiporter activity	ECO:0000318	IBA	PMID:21873635	MGI:MGI:102462|MGI:MGI:105064|MGI:MGI:105075|MGI:MGI:2443511|MGI:MGI:2679732|PANTHER:PTN008493947|RGD:1308193|RGD:3718|RGD:3719|RGD:3720|RGD:620473|SGD:S000002864|TAIR:locus:2114810|TAIR:locus:2173972|TAIR:locus:2181246|UniProtKB:F7B113|UniProtKB:P19634|UniProtKB:P48764|UniProtKB:Q14940|UniProtKB:Q96T83|UniProtKB:Q9SXJ8|UniProtKB:Q9Y2E8|WB:WBGene00003730|ZFIN:ZDB-GENE-060503-640	7955	GO_Central		F
UniProtKB	A9XP97	NHE3b	enables	GO:0015386	potassium:proton antiporter activity	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2443511|MGI:MGI:2679732|PANTHER:PTN008493947|SGD:S000002864|TAIR:locus:2114810|UniProtKB:Q96T83|UniProtKB:Q9SXJ8|UniProtKB:Q9Y2E8	7955	GO_Central		F
UniProtKB	A9XP97	NHE3b	involved_in	GO:0051453	regulation of intracellular pH	ECO:0000318	IBA	PMID:21873635	FB:FBgn0040297|MGI:MGI:105075|MGI:MGI:1924281|MGI:MGI:2443511|MGI:MGI:2679732|PANTHER:PTN008493947|RGD:1308193|RGD:3718|SGD:S000002864|UniProtKB:F7B113|UniProtKB:P19634|UniProtKB:P48764|UniProtKB:Q14940|UniProtKB:Q8IVB4|UniProtKB:Q92581|UniProtKB:Q96T83|UniProtKB:Q9Y2E8|dictyBase:DDB_G0275711	7955	GO_Central		P
UniProtKB	A9XP97	NHE3b	involved_in	GO:0098719	sodium ion import across plasma membrane	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN008493947|UniProtKB:P19634|UniProtKB:P48764|ZFIN:ZDB-GENE-060503-640	7955	GO_Central		P
UniProtKB	A9XP97	NHE3b	involved_in	GO:0071805	potassium ion transmembrane transport	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2679732|PANTHER:PTN008493947|SGD:S000002864|TAIR:locus:2041100|TAIR:locus:2114810	7955	GO_Central		P
UniProtKB	A9XP97	NHE3b	is_active_in	GO:0005886	plasma membrane	ECO:0000318	IBA	PMID:21873635	FB:FBgn0040297|MGI:MGI:102462|MGI:MGI:105064|MGI:MGI:105075|MGI:MGI:1924281|MGI:MGI:2443511|MGI:MGI:2679732|PANTHER:PTN008493947|RGD:1308193|RGD:3718|RGD:3720|TAIR:locus:2006762|TAIR:locus:2041100|TAIR:locus:2173972|UniProtKB:P19634|UniProtKB:P32703|UniProtKB:P48764|UniProtKB:Q14940|UniProtKB:Q92581|UniProtKB:Q96T83|UniProtKB:Q9Y2E8|WB:WBGene00003730|WB:WBGene00003943|ZFIN:ZDB-GENE-060503-640|dictyBase:DDB_G0275711	7955	GO_Central		C
UniProtKB	A9XP97	NHE3b	is_active_in	GO:0016324	apical plasma membrane	ECO:0000318	IBA	PMID:21873635	MGI:MGI:105064|PANTHER:PTN002561299|RGD:3720|ZFIN:ZDB-GENE-060503-640	7955	GO_Central		C
UniProtKB	A9XP97	NHE3b	is_active_in	GO:0031526	brush border membrane	ECO:0000318	IBA	PMID:21873635	MGI:MGI:105064|PANTHER:PTN002561299|RGD:3720	7955	GO_Central		C
UniProtKB	A9XP97	NHE3b	enables	GO:0015297	antiporter activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006153	7955	InterPro		F
UniProtKB	A9XP97	NHE3b	enables	GO:0015385	sodium:proton antiporter activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004709|InterPro:IPR018410|InterPro:IPR018422	7955	InterPro		F
UniProtKB	A9XP97	NHE3b	involved_in	GO:0055085	transmembrane transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004709|InterPro:IPR006153	7955	InterPro		P
UniProtKB	A9XP97	NHE3b	involved_in	GO:1902600	proton transmembrane transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006153|InterPro:IPR018422	7955	InterPro		P
UniProtKB	A9XP97	NHE3b	located_in	GO:0016020	membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004709|InterPro:IPR006153|InterPro:IPR018410|InterPro:IPR018422	7955	InterPro		C
UniProtKB	A9XP97	NHE3b	involved_in	GO:0006812	monoatomic cation transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006153|InterPro:IPR018422	7955	InterPro		P
UniProtKB	A9XP97	NHE3b	involved_in	GO:0006814	sodium ion transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004709|InterPro:IPR018410	7955	InterPro		P
UniProtKB	A9XP97	NHE3b	involved_in	GO:0006885	regulation of pH	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004709|InterPro:IPR018410	7955	InterPro		P
UniProtKB	A9XP97	NHE3b	enables	GO:0015297	antiporter activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0050	7955	UniProt		F
UniProtKB	A9XP97	NHE3b	located_in	GO:0005768	endosome	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0967	7955	UniProt		C
UniProtKB	A9XP97	NHE3b	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	A9XP97	NHE3b	involved_in	GO:0006811	monoatomic ion transport	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0406	7955	UniProt		P
UniProtKB	A9XP97	NHE3b	involved_in	GO:0006814	sodium ion transport	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0739	7955	UniProt		P
UniProtKB	A9XP97	NHE3b	enables	GO:0015385	sodium:proton antiporter activity	ECO:0000314	IDA	PMID:24401990		7955	ZFIN		F
UniProtKB	A9XP97	NHE3b	located_in	GO:0016324	apical plasma membrane	ECO:0000314	IDA	PMID:23565095		7955	ZFIN		C
UniProtKB	A9XP97	NHE3b	acts_upstream_of_or_within	GO:0098719	sodium ion import across plasma membrane	ECO:0000314	IDA	PMID:24401990		7955	ZFIN		P
UniProtKB	A9XP97	NHE3b	acts_upstream_of_or_within	GO:0072488	ammonium transmembrane transport	ECO:0000314	IDA	PMID:24401990		7955	ZFIN		P
UniProtKB	A9XP97	NHE3b	acts_upstream_of_or_within	GO:0055078	sodium ion homeostasis	ECO:0000315	IMP	PMID:23924428	ZFIN:ZDB-MRPHLNO-120123-4	7955	ZFIN		P
UniProtKB	A9XP97	NHE3b	acts_upstream_of_or_within	GO:0072488	ammonium transmembrane transport	ECO:0000315	IMP	PMID:21832207	ZFIN:ZDB-MRPHLNO-111219-3	7955	ZFIN		P
UniProtKB	A9XP97	NHE3b	acts_upstream_of_or_within	GO:0006814	sodium ion transport	ECO:0000315	IMP	PMID:21832207	ZFIN:ZDB-MRPHLNO-111219-3	7955	ZFIN		P
UniProtKB	A9XP97	NHE3b	acts_upstream_of_or_within	GO:0006814	sodium ion transport	ECO:0000315	IMP	PMID:21993530	ZFIN:ZDB-MRPHLNO-120123-4	7955	ZFIN		P
UniProtKB	A9XP97	NHE3b	located_in	GO:0005886	plasma membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0039	7955	UniProt		C
UniProtKB	A9XP97	NHE3b	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	7955	UniProt		C
UniProtKB	A9XP97	NHE3b	located_in	GO:0055038	recycling endosome membrane	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0231	7955	UniProt		C
UniProtKB	A9XP97	NHE3b	enables	GO:0015385	sodium:proton antiporter activity	ECO:0000256	IEA	GO_REF:0000117	ARBA:ARBA00034968	7955	UniProt		F
UniProtKB	B0CLV1	ESAM	is_active_in	GO:0005886	plasma membrane	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916774|PANTHER:PTN002893538|UniProtKB:Q96AP7	7955	GO_Central		C
UniProtKB	B0CLV1	ESAM	is_active_in	GO:0005912	adherens junction	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916774|PANTHER:PTN002893538	7955	GO_Central		C
UniProtKB	B0CLV1	ESAM	involved_in	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1916774|PANTHER:PTN002893538	7955	GO_Central		P
UniProtKB	B0CLV1	ESAM	enables	GO:0098632	cell-cell adhesion mediator activity	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002893538|UniProtKB:Q96AP7	7955	GO_Central		F
UniProtKB	B0CLV1	ESAM	involved_in	GO:0098609	cell-cell adhesion	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR042757	7955	InterPro		P
UniProtKB	B0CLV1	ESAM	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	B0CLV1	ESAM	acts_upstream_of_or_within	GO:0120078	cell adhesion involved in sprouting angiogenesis	ECO:0000316	IGI	PMID:28264837	ZFIN:ZDB-GENO-170620-9	7955	ZFIN		P
UniProtKB	B0CLV1	ESAM	acts_upstream_of_or_within	GO:0070527	platelet aggregation	ECO:0000315	IMP	PMID:19109564	ZFIN:ZDB-MRPHLNO-090630-7	7955	ZFIN		P
UniProtKB	B0CLV3	zgc:101704	involved_in	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2449088|PANTHER:PTN002913393|UniProtKB:Q8NFZ8	7955	GO_Central		P
UniProtKB	B0CLV3	zgc:101704	involved_in	GO:0061041	regulation of wound healing	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2449088|PANTHER:PTN002913393|UniProtKB:Q8NFZ8	7955	GO_Central		P
UniProtKB	B0CLV3	zgc:101704	is_active_in	GO:0044291	cell-cell contact zone	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002913393|UniProtKB:Q8NFZ8	7955	GO_Central		C
UniProtKB	B0CLV3	zgc:101704	involved_in	GO:0035020	regulation of Rac protein signal transduction	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2449088|PANTHER:PTN002913393|UniProtKB:Q8NFZ8	7955	GO_Central		P
UniProtKB	B0CLV3	zgc:101704	involved_in	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1889272|MGI:MGI:2137858|PANTHER:PTN001910345	7955	GO_Central		P
UniProtKB	B0CLV3	zgc:101704	enables	GO:0043184	vascular endothelial growth factor receptor 2 binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:2449088|PANTHER:PTN002913393|UniProtKB:Q8NFZ8	7955	GO_Central		F
UniProtKB	B0CLV3	zgc:101704	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	B0CLV3	zgc:101704	acts_upstream_of_or_within	GO:0003234	bulbus arteriosus formation	ECO:0000315	IMP	PMID:24813897	ZFIN:ZDB-MRPHLNO-140811-9	7955	ZFIN		P
UniProtKB	B0CLV3	zgc:101704	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20802085	UniProtKB:B0CLV6	7955	IntAct		F
UniProtKB	B0CLV3	zgc:101704	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20802085	UniProtKB:Q6PFK4	7955	IntAct		F
UniProtKB	B0CLV3	zgc:101704	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:B0CLV6	7955	IntAct		F
UniProtKB	B0CLV3	zgc:101704	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:Q6PFK4	7955	IntAct		F
UniProtKB	B0CLV6	zgc:136589	involved_in	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1889272|MGI:MGI:2137858|PANTHER:PTN001910345	7955	GO_Central		P
UniProtKB	B0CLV6	zgc:136589	located_in	GO:0016020	membrane	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	7955	UniProt		C
UniProtKB	B0CLV6	zgc:136589	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20802085	UniProtKB:B0CLV3	7955	IntAct		F
UniProtKB	B0CLV6	zgc:136589	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:26190107	UniProtKB:B0CLV3	7955	IntAct		F
UniProtKB	B0CLW6	si:dkey-225e11.1	is_active_in	GO:0005912	adherens junction	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1926483|MGI:MGI:1930171|PANTHER:PTN002760328|UniProtKB:Q15223|UniProtKB:Q96NY8	7955	GO_Central		C
UniProtKB	B0CLW6	si:dkey-225e11.1	involved_in	GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1926483|MGI:MGI:1930171|PANTHER:PTN002760328	7955	GO_Central		P
UniProtKB	B0CLW6	si:dkey-225e11.1	involved_in	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1926483|PANTHER:PTN002760328	7955	GO_Central		P
UniProtKB	B0CLW6	si:dkey-225e11.1	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20802085	UniProtKB:A1L2D6	7955	IntAct		F
UniProtKB	B0R059	Atoh1.1	enables	GO:0003700	DNA-binding transcription factor activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010433|MGI:MGI:103239|MGI:MGI:104654|MGI:MGI:106593|MGI:MGI:107755|MGI:MGI:1339708|MGI:MGI:1355331|MGI:MGI:1918343|MGI:MGI:1930001|MGI:MGI:891976|MGI:MGI:893591|PANTHER:PTN000446010|RGD:631350|UniProtKB:Q13562|UniProtKB:Q96SQ7|UniProtKB:Q9Y4Z2|ZFIN:ZDB-GENE-050107-2	7955	GO_Central		F
UniProtKB	B0R059	Atoh1.1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010433|FB:FBgn0023091|MGI:MGI:103239|MGI:MGI:104654|MGI:MGI:106593|MGI:MGI:107754|MGI:MGI:107755|MGI:MGI:109619|MGI:MGI:1339708|MGI:MGI:2153710|MGI:MGI:891976|MGI:MGI:893591|PANTHER:PTN000446010|RGD:3165|UniProtKB:Q13562|UniProtKB:Q8N100|UniProtKB:Q9Y4Z2|WB:WBGene00001961|WB:WBGene00003595	7955	GO_Central		P
UniProtKB	B0R059	Atoh1.1	involved_in	GO:0048663	neuron fate commitment	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010433|MGI:MGI:104654|PANTHER:PTN008568949|WB:WBGene00003018|ZFIN:ZDB-GENE-041201-1|ZFIN:ZDB-GENE-990415-17	7955	GO_Central		P
UniProtKB	B0R059	Atoh1.1	involved_in	GO:0061564	axon development	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015550|FB:FBgn0032651|MGI:MGI:104654|MGI:MGI:109619|MGI:MGI:1930001|PANTHER:PTN000446010|WB:WBGene00000561|WB:WBGene00003595|ZFIN:ZDB-GENE-990415-174	7955	GO_Central		P
UniProtKB	B0R059	Atoh1.1	involved_in	GO:0007423	sensory organ development	ECO:0000318	IBA	PMID:21873635	FB:FBgn0003270|FB:FBgn0010433|FB:FBgn0024249|MGI:MGI:104654|MGI:MGI:107754|MGI:MGI:108055|MGI:MGI:1339708|MGI:MGI:1355553|MGI:MGI:1930001|MGI:MGI:2153710|PANTHER:PTN000446010|RGD:1310434|UniProtKB:O57598|UniProtKB:Q8N100|UniProtKB:Q92886|WB:WBGene00003018|ZFIN:ZDB-GENE-000926-1|ZFIN:ZDB-GENE-041201-1|ZFIN:ZDB-GENE-990415-17|ZFIN:ZDB-GENE-990415-172|ZFIN:ZDB-GENE-990415-174	7955	GO_Central		P
UniProtKB	B0R059	Atoh1.1	is_active_in	GO:0005634	nucleus	ECO:0000318	IBA	PMID:21873635	FB:FBgn0010433|FB:FBgn0015550|FB:FBgn0023091|MGI:MGI:103239|MGI:MGI:104654|MGI:MGI:107755|MGI:MGI:109619|MGI:MGI:1339708|MGI:MGI:1355331|MGI:MGI:1355553|MGI:MGI:1918343|MGI:MGI:1930001|MGI:MGI:891976|MGI:MGI:893591|PANTHER:PTN000446010|RGD:3091|RGD:3165|UniProtKB:Q13562|UniProtKB:Q8N100|UniProtKB:Q90XB3|UniProtKB:Q96SQ7|UniProtKB:Q9Y4Z2|WB:WBGene00000561|WB:WBGene00003018	7955	GO_Central		C
UniProtKB	B0R059	Atoh1.1	enables	GO:0070888	E-box binding	ECO:0000318	IBA	PMID:21873635	MGI:MGI:103239|MGI:MGI:107754|MGI:MGI:107755|MGI:MGI:109619|MGI:MGI:1339708|PANTHER:PTN000446010|UniProtKB:Q13562|UniProtKB:Q92886|UniProtKB:Q96SQ7	7955	GO_Central		F
UniProtKB	B0R059	Atoh1.1	enables	GO:0046983	protein dimerization activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011598|InterPro:IPR036638	7955	InterPro		F
UniProtKB	B0R059	Atoh1.1	enables	GO:0003682	chromatin binding	ECO:0000314	IDA	PMID:25568117		7955	ZFIN		F
UniProtKB	B0R059	Atoh1.1	acts_upstream_of_or_within	GO:0060119	inner ear receptor cell development	ECO:0000316	IGI	PMID:20025865	ZFIN:ZDB-GENO-140225-2	7955	ZFIN		P
UniProtKB	B0R059	Atoh1.1	acts_upstream_of_or_within	GO:0060119	inner ear receptor cell development	ECO:0000316	IGI	PMID:20025865	ZFIN:ZDB-GENO-140225-3,ZFIN:ZDB-MRPHLNO-060922-4	7955	ZFIN		P
UniProtKB	B0R059	Atoh1.1	acts_upstream_of_or_within	GO:0042491	inner ear auditory receptor cell differentiation	ECO:0000316	IGI	PMID:17166920	ZFIN:ZDB-GENO-980202-1107,ZFIN:ZDB-MRPHLNO-070507-1,ZFIN:ZDB-MRPHLNO-070507-4	7955	ZFIN		P
UniProtKB	B0R059	Atoh1.1	acts_upstream_of_or_within	GO:0042491	inner ear auditory receptor cell differentiation	ECO:0000316	IGI	PMID:17166920	ZFIN:ZDB-MRPHLNO-070507-1,ZFIN:ZDB-MRPHLNO-070507-4	7955	ZFIN		P
UniProtKB	B0R059	Atoh1.1	acts_upstream_of_or_within	GO:0048839	inner ear development	ECO:0000315	IMP	PMID:17035528	ZFIN:ZDB-MRPHLNO-061106-8	7955	ZFIN		P
UniProtKB	B0R059	Atoh1.1	acts_upstream_of_or_within	GO:0048839	inner ear development	ECO:0000315	IMP	PMID:25568117	ZFIN:ZDB-MRPHLNO-070507-4	7955	ZFIN		P
UniProtKB	B0R059	Atoh1.1	acts_upstream_of_or_within	GO:0048884	neuromast development	ECO:0000315	IMP	PMID:17166920	ZFIN:ZDB-MRPHLNO-070507-4	7955	ZFIN		P
