"protein","relType","goTerm","goName","namespace","neverAnnotate"
"P0A8N3","enables","GO:0042803","protein homodimerization activity","molecular_function","false"
"P0A8N3","enables","GO:0000287","magnesium ion binding","molecular_function","false"
"P0A8N3","involved_in","GO:0006418","tRNA aminoacylation for protein translation","biological_process","false"
"P0A8N3","enables","GO:0005524","ATP binding","molecular_function","false"
"P0A8N3","located_in","GO:0005829","cytosol","cellular_component","false"
"P75767","enables","GO:0005515","protein binding","molecular_function","false"
"P75767","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P75767","enables","GO:0043743","LPPG:FO 2-phospho-L-lactate transferase activity","molecular_function","false"
"P75767","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"P11875","enables","GO:0004814","arginine-tRNA ligase activity","molecular_function","false"
"P11875","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P11875","enables","GO:0004812","aminoacyl-tRNA ligase activity","molecular_function","false"
"P11875","involved_in","GO:0006412","translation","biological_process","false"
"P11875","enables","GO:0016874","ligase activity","molecular_function","false"
"P11875","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P11875","involved_in","GO:0006418","tRNA aminoacylation for protein translation","biological_process","false"
"P11875","located_in","GO:0005829","cytosol","cellular_component","false"
"P11875","involved_in","GO:0006420","arginyl-tRNA aminoacylation","biological_process","false"
"P11875","enables","GO:0005524","ATP binding","molecular_function","false"
"P21888","involved_in","GO:0006418","tRNA aminoacylation for protein translation","biological_process","false"
"P21888","enables","GO:0004817","cysteine-tRNA ligase activity","molecular_function","false"
"P21888","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P21888","located_in","GO:0005829","cytosol","cellular_component","false"
"P21888","involved_in","GO:0006423","cysteinyl-tRNA aminoacylation","biological_process","false"
"P21888","enables","GO:0005524","ATP binding","molecular_function","false"
"P21888","involved_in","GO:0006412","translation","biological_process","false"
"P21888","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P21888","enables","GO:0046872","metal ion binding","molecular_function","false"
"P21888","enables","GO:0016874","ligase activity","molecular_function","false"
"P21888","enables","GO:0004812","aminoacyl-tRNA ligase activity","molecular_function","false"
"P21888","enables","GO:0008270","zinc ion binding","molecular_function","false"
"P00962","involved_in","GO:0006412","translation","biological_process","false"
"P00962","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P00962","located_in","GO:0005829","cytosol","cellular_component","false"
"P00962","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P00962","enables","GO:0004812","aminoacyl-tRNA ligase activity","molecular_function","false"
"P00962","involved_in","GO:0006425","glutaminyl-tRNA aminoacylation","biological_process","false"
"P00962","involved_in","GO:0043039","tRNA aminoacylation","biological_process","false"
"P00962","enables","GO:0004819","glutamine-tRNA ligase activity","molecular_function","false"
"P00962","involved_in","GO:0006424","glutamyl-tRNA aminoacylation","biological_process","false"
"P00962","involved_in","GO:0006418","tRNA aminoacylation for protein translation","biological_process","false"
"P00962","enables","GO:0005524","ATP binding","molecular_function","false"
"P00962","enables","GO:0016874","ligase activity","molecular_function","false"
"P0AEM0","enables","GO:0005515","protein binding","molecular_function","false"
"P0AEM0","involved_in","GO:0006457","protein folding","biological_process","false"
"P0AEM0","enables","GO:0016853","isomerase activity","molecular_function","false"
"P0AEM0","involved_in","GO:0042026","protein refolding","biological_process","false"
"P0AEM0","enables","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","molecular_function","false"
"P0AEM0","located_in","GO:0005829","cytosol","cellular_component","false"
"P0ACQ4","enables","GO:0003677","DNA binding","molecular_function","false"
"P0ACQ4","part_of","GO:0032993","protein-DNA complex","cellular_component","false"
"P0ACQ4","located_in","GO:0005829","cytosol","cellular_component","false"
"P0ACQ4","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"P0ACQ4","acts_upstream_of_or_within","GO:0006974","DNA damage response","biological_process","false"
"P0ACQ4","acts_upstream_of_or_within","GO:0006979","response to oxidative stress","biological_process","false"
"P0ACQ4","enables","GO:0000987","cis-regulatory region sequence-specific DNA binding","molecular_function","false"
"P0ACQ4","acts_upstream_of_or_within","GO:2000142","regulation of DNA-templated transcription initiation","biological_process","false"
"P0ACQ4","acts_upstream_of_or_within","GO:0051409","response to nitrosative stress","biological_process","false"
"P0ACQ4","enables","GO:0003700","DNA-binding transcription factor activity","molecular_function","false"
"P0ACQ4","enables","GO:0005515","protein binding","molecular_function","false"
"P28904","involved_in","GO:0005975","carbohydrate metabolic process","biological_process","false"
"P28904","enables","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","molecular_function","false"
"P28904","acts_upstream_of_or_within","GO:0006974","DNA damage response","biological_process","false"
"P28904","involved_in","GO:0009313","oligosaccharide catabolic process","biological_process","false"
"P28904","located_in","GO:0005829","cytosol","cellular_component","false"
"P28904","enables","GO:0008788","alpha,alpha-phosphotrehalase activity","molecular_function","false"
"P28904","enables","GO:0004556","alpha-amylase activity","molecular_function","false"
"P28904","enables","GO:0016787","hydrolase activity","molecular_function","false"
"P28904","involved_in","GO:0005993","trehalose catabolic process","biological_process","false"
"P28904","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P28904","enables","GO:0016798","hydrolase activity, acting on glycosyl bonds","molecular_function","false"
"P28904","involved_in","GO:0016052","carbohydrate catabolic process","biological_process","false"
"P62623","enables","GO:0046872","metal ion binding","molecular_function","false"
"P62623","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P62623","involved_in","GO:0008299","isoprenoid biosynthetic process","biological_process","false"
"P62623","enables","GO:0051536","iron-sulfur cluster binding","molecular_function","false"
"P62623","enables","GO:0016491","oxidoreductase activity","molecular_function","false"
"P62623","located_in","GO:0005829","cytosol","cellular_component","false"
"P62623","enables","GO:0051745","4-hydroxy-3-methylbut-2-enyl diphosphate reductase activity","molecular_function","false"
"P62623","enables","GO:0051539","4 iron, 4 sulfur cluster binding","molecular_function","false"
"P62623","involved_in","GO:0050992","dimethylallyl diphosphate biosynthetic process","biological_process","false"
"P62623","involved_in","GO:0016114","terpenoid biosynthetic process","biological_process","false"
"P62623","enables","GO:0051538","3 iron, 4 sulfur cluster binding","molecular_function","false"
"P62623","involved_in","GO:0019288","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","biological_process","false"
"P63020","enables","GO:0042803","protein homodimerization activity","molecular_function","false"
"P63020","enables","GO:0046872","metal ion binding","molecular_function","false"
"P63020","acts_upstream_of_or_within","GO:0010106","cellular response to iron ion starvation","biological_process","false"
"P63020","located_in","GO:0005829","cytosol","cellular_component","false"
"P63020","enables","GO:0005506","iron ion binding","molecular_function","false"
"P63020","acts_upstream_of_or_within","GO:0015976","carbon utilization","biological_process","false"
"P63020","involved_in","GO:0051604","protein maturation","biological_process","false"
"P63020","involved_in","GO:0016226","iron-sulfur cluster assembly","biological_process","false"
"P63020","enables","GO:0140132","iron-sulfur cluster carrier activity","molecular_function","false"
"P63020","enables","GO:0005515","protein binding","molecular_function","false"
"P63020","acts_upstream_of_or_within","GO:0006979","response to oxidative stress","biological_process","false"
"P63020","enables","GO:0051536","iron-sulfur cluster binding","molecular_function","false"
"P63020","enables","GO:0051539","4 iron, 4 sulfur cluster binding","molecular_function","false"
"P77279","involved_in","GO:0006826","iron ion transport","biological_process","false"
"P77279","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P77279","enables","GO:0005524","ATP binding","molecular_function","false"
"P77279","located_in","GO:0005886","plasma membrane","cellular_component","false"
"P77279","enables","GO:0022857","transmembrane transporter activity","molecular_function","false"
"P77279","acts_upstream_of_or_within","GO:0006879","intracellular iron ion homeostasis","biological_process","false"
"P77279","involved_in","GO:0006811","monoatomic ion transport","biological_process","false"
"P77279","part_of","GO:0043190","ATP-binding cassette (ABC) transporter complex","cellular_component","false"
"P77279","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"P77279","enables","GO:0005515","protein binding","molecular_function","false"
"P77279","involved_in","GO:0055085","transmembrane transport","biological_process","false"
"P77279","located_in","GO:0016020","membrane","cellular_component","false"
"P0ACC3","enables","GO:0051536","iron-sulfur cluster binding","molecular_function","false"
"P0ACC3","acts_upstream_of_or_within","GO:0009061","anaerobic respiration","biological_process","false"
"P0ACC3","involved_in","GO:0051604","protein maturation","biological_process","false"
"P0ACC3","enables","GO:0046872","metal ion binding","molecular_function","false"
"P0ACC3","enables","GO:0005506","iron ion binding","molecular_function","false"
"P0ACC3","located_in","GO:0005829","cytosol","cellular_component","false"
"P0ACC3","acts_upstream_of_or_within","GO:0009060","aerobic respiration","biological_process","false"
"P0ACC3","enables","GO:0051539","4 iron, 4 sulfur cluster binding","molecular_function","false"
"P0ACC3","enables","GO:0005515","protein binding","molecular_function","false"
"P0ACC3","involved_in","GO:0016226","iron-sulfur cluster assembly","biological_process","false"
"P0ACC3","enables","GO:0051537","2 iron, 2 sulfur cluster binding","molecular_function","false"
"P62615","involved_in","GO:0008299","isoprenoid biosynthetic process","biological_process","false"
"P62615","enables","GO:0005524","ATP binding","molecular_function","false"
"P62615","enables","GO:0016740","transferase activity","molecular_function","false"
"P62615","involved_in","GO:0019288","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","biological_process","false"
"P62615","enables","GO:0016301","kinase activity","molecular_function","false"
"P62615","enables","GO:0005515","protein binding","molecular_function","false"
"P62615","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P62615","enables","GO:0050515","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity","molecular_function","false"
"P62615","involved_in","GO:0016114","terpenoid biosynthetic process","biological_process","false"
"P0A7D1","enables","GO:0003723","RNA binding","molecular_function","false"
"P0A7D1","involved_in","GO:0072344","rescue of stalled ribosome","biological_process","false"
"P0A7D1","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P0A7D1","enables","GO:0016787","hydrolase activity","molecular_function","false"
"P0A7D1","enables","GO:0000049","tRNA binding","molecular_function","false"
"P0A7D1","involved_in","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","biological_process","false"
"P0A7D1","enables","GO:0004045","aminoacyl-tRNA hydrolase activity","molecular_function","false"
"P22564","enables","GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds","molecular_function","false"
"P22564","involved_in","GO:0006152","purine nucleoside catabolic process","biological_process","false"
"P22564","acts_upstream_of_or_within","GO:0006974","DNA damage response","biological_process","false"
"P22564","enables","GO:0047622","adenosine nucleosidase activity","molecular_function","false"
"P22564","acts_upstream_of_or_within","GO:0042454","ribonucleoside catabolic process","biological_process","false"
"P22564","enables","GO:0016787","hydrolase activity","molecular_function","false"
"P22564","enables","GO:0016798","hydrolase activity, acting on glycosyl bonds","molecular_function","false"
"P22564","involved_in","GO:0006144","purine nucleobase metabolic process","biological_process","false"
"P22564","enables","GO:0050263","ribosylpyrimidine nucleosidase activity","molecular_function","false"
"P22564","enables","GO:0045437","uridine nucleosidase activity","molecular_function","false"
"P22564","enables","GO:0008477","purine nucleosidase activity","molecular_function","false"
"P22564","involved_in","GO:0006206","pyrimidine nucleobase metabolic process","biological_process","false"
"P22564","enables","GO:0047724","inosine nucleosidase activity","molecular_function","false"
"P22564","is_active_in","GO:0005829","cytosol","cellular_component","false"
"P11880","involved_in","GO:0051301","cell division","biological_process","false"
"P11880","enables","GO:0008766","UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity","molecular_function","false"
"P11880","involved_in","GO:0009252","peptidoglycan biosynthetic process","biological_process","false"
"P11880","enables","GO:0016881","acid-amino acid ligase activity","molecular_function","false"
"P11880","enables","GO:0047480","UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity","molecular_function","false"
"P11880","enables","GO:0005524","ATP binding","molecular_function","false"
"P11880","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P11880","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P11880","involved_in","GO:0071555","cell wall organization","biological_process","false"
"P11880","enables","GO:0016874","ligase activity","molecular_function","false"
"P11880","located_in","GO:0005829","cytosol","cellular_component","false"
"P11880","involved_in","GO:0008360","regulation of cell shape","biological_process","false"
"P04036","involved_in","GO:0009085","lysine biosynthetic process","biological_process","false"
"P04036","enables","GO:0051287","NAD binding","molecular_function","false"
"P04036","involved_in","GO:0009089","lysine biosynthetic process via diaminopimelate","biological_process","false"
"P04036","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P04036","enables","GO:0050661","NADP binding","molecular_function","false"
"P04036","located_in","GO:0005829","cytosol","cellular_component","false"
"P04036","involved_in","GO:0008652","amino acid biosynthetic process","biological_process","false"
"P04036","enables","GO:0042802","identical protein binding","molecular_function","false"
"P04036","enables","GO:0008839","4-hydroxy-tetrahydrodipicolinate reductase","molecular_function","false"
"P04036","enables","GO:0016726","oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor","molecular_function","false"
"P04036","involved_in","GO:0019877","diaminopimelate biosynthetic process","biological_process","false"
"P04036","enables","GO:0016491","oxidoreductase activity","molecular_function","false"
"P07650","located_in","GO:0005829","cytosol","cellular_component","false"
"P07650","enables","GO:0016740","transferase activity","molecular_function","false"
"P07650","involved_in","GO:0006213","pyrimidine nucleoside metabolic process","biological_process","false"
"P07650","located_in","GO:0016020","membrane","cellular_component","false"
"P07650","enables","GO:0016757","glycosyltransferase activity","molecular_function","false"
"P07650","enables","GO:0016154","pyrimidine-nucleoside phosphorylase activity","molecular_function","false"
"P07650","enables","GO:0004645","1,4-alpha-oligoglucan phosphorylase activity","molecular_function","false"
"P07650","enables","GO:0016763","pentosyltransferase activity","molecular_function","false"
"P07650","acts_upstream_of_or_within","GO:0006974","DNA damage response","biological_process","false"
"P07650","enables","GO:0009032","thymidine phosphorylase activity","molecular_function","false"
"P07650","involved_in","GO:0046104","thymidine metabolic process","biological_process","false"
"P07650","involved_in","GO:0006206","pyrimidine nucleobase metabolic process","biological_process","false"
"P29012","enables","GO:0016853","isomerase activity","molecular_function","false"
"P29012","enables","GO:0042803","protein homodimerization activity","molecular_function","false"
"P29012","enables","GO:0003824","catalytic activity","molecular_function","false"
"P29012","involved_in","GO:0019480","L-alanine oxidation to pyruvate via D-alanine","biological_process","false"
"P29012","involved_in","GO:0006522","alanine metabolic process","biological_process","false"
"P29012","involved_in","GO:0030632","D-alanine biosynthetic process","biological_process","false"
"P29012","enables","GO:0030170","pyridoxal phosphate binding","molecular_function","false"
"P29012","located_in","GO:0005829","cytosol","cellular_component","false"
"P29012","enables","GO:0008784","alanine racemase activity","molecular_function","false"
"P00968","enables","GO:0016874","ligase activity","molecular_function","false"
"P00968","is_active_in","GO:0005737","cytoplasm","cellular_component","false"
"P00968","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P00968","enables","GO:0016597","amino acid binding","molecular_function","false"
"P00968","enables","GO:0004087","carbamoyl-phosphate synthase (ammonia) activity","molecular_function","false"
"P00968","enables","GO:0004088","carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","molecular_function","false"
"P00968","involved_in","GO:0008652","amino acid biosynthetic process","biological_process","false"
"P00968","involved_in","GO:0006541","glutamine metabolic process","biological_process","false"
"P00968","enables","GO:0005515","protein binding","molecular_function","false"
"P00968","involved_in","GO:0019856","pyrimidine nucleobase biosynthetic process","biological_process","false"
"P00968","part_of","GO:0005951","carbamoyl-phosphate synthase complex","cellular_component","false"
"P00968","enables","GO:0046872","metal ion binding","molecular_function","false"
"P00968","involved_in","GO:0006526","arginine biosynthetic process","biological_process","false"
"P00968","involved_in","GO:0009064","glutamine family amino acid metabolic process","biological_process","false"
"P00968","involved_in","GO:0006221","pyrimidine nucleotide biosynthetic process","biological_process","false"
"P00968","located_in","GO:0005829","cytosol","cellular_component","false"
"P00968","enables","GO:0016879","ligase activity, forming carbon-nitrogen bonds","molecular_function","false"
"P00968","involved_in","GO:0044205","'de novo' UMP biosynthetic process","biological_process","false"
"P00968","enables","GO:0005524","ATP binding","molecular_function","false"
"P0AD21","enables","GO:0005515","protein binding","molecular_function","false"
"P0AE58","enables","GO:0003700","DNA-binding transcription factor activity","molecular_function","false"
"P0AE58","involved_in","GO:0006351","DNA-templated transcription","biological_process","false"
"P0AE58","acts_upstream_of_or_within","GO:0009437","carnitine metabolic process","biological_process","false"
"P0AE58","acts_upstream_of_or_within","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"P76346","enables","GO:0004177","aminopeptidase activity","molecular_function","false"
"P76346","involved_in","GO:0006508","proteolysis","biological_process","false"
"P76346","enables","GO:0008237","metallopeptidase activity","molecular_function","false"
"P76346","enables","GO:0046872","metal ion binding","molecular_function","false"
"P76346","enables","GO:0016787","hydrolase activity","molecular_function","false"
"P76346","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P76346","enables","GO:0008270","zinc ion binding","molecular_function","false"
"P76346","enables","GO:0005515","protein binding","molecular_function","false"
"P76346","enables","GO:0008233","peptidase activity","molecular_function","false"
"P76346","located_in","GO:0005829","cytosol","cellular_component","false"
"P31551","enables","GO:0008735","L-carnitine CoA-transferase activity","molecular_function","false"
"P31551","enables","GO:0016836","hydro-lyase activity","molecular_function","false"
"P31551","enables","GO:0003824","catalytic activity","molecular_function","false"
"P31551","involved_in","GO:0009437","carnitine metabolic process","biological_process","false"
"P31551","enables","GO:0120092","crotonyl-CoA hydratase activity","molecular_function","false"
"P31551","enables","GO:0008809","carnitine racemase activity","molecular_function","false"
"P31551","involved_in","GO:0006635","fatty acid beta-oxidation","biological_process","false"
"P31551","acts_upstream_of_or_within","GO:0042413","carnitine catabolic process","biological_process","false"
"P31551","enables","GO:0016829","lyase activity","molecular_function","false"
"P25516","enables","GO:0051536","iron-sulfur cluster binding","molecular_function","false"
"P25516","enables","GO:0003730","mRNA 3'-UTR binding","molecular_function","false"
"P25516","enables","GO:0003994","aconitate hydratase activity","molecular_function","false"
"P25516","acts_upstream_of_or_within","GO:0009061","anaerobic respiration","biological_process","false"
"P25516","acts_upstream_of_or_within","GO:0006097","glyoxylate cycle","biological_process","false"
"P25516","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P25516","located_in","GO:0005829","cytosol","cellular_component","false"
"P25516","involved_in","GO:0006099","tricarboxylic acid cycle","biological_process","false"
"P25516","enables","GO:0016829","lyase activity","molecular_function","false"
"P25516","enables","GO:0051539","4 iron, 4 sulfur cluster binding","molecular_function","false"
"P25516","acts_upstream_of_or_within","GO:0006979","response to oxidative stress","biological_process","false"
"P25516","enables","GO:0030350","iron-responsive element binding","molecular_function","false"
"P25516","enables","GO:0005506","iron ion binding","molecular_function","false"
"P25516","enables","GO:0003729","mRNA binding","molecular_function","false"
"P25516","enables","GO:0046872","metal ion binding","molecular_function","false"
"P25516","involved_in","GO:0045333","cellular respiration","biological_process","false"
"P25516","enables","GO:0003723","RNA binding","molecular_function","false"
"P31552","involved_in","GO:0009437","carnitine metabolic process","biological_process","false"
"P31552","enables","GO:0016878","acid-thiol ligase activity","molecular_function","false"
"P31552","enables","GO:0016874","ligase activity","molecular_function","false"
"P31552","enables","GO:0016877","ligase activity, forming carbon-sulfur bonds","molecular_function","false"
"P31552","enables","GO:0051108","carnitine-CoA ligase activity","molecular_function","false"
"P31552","enables","GO:0005515","protein binding","molecular_function","false"
"P31552","enables","GO:0016405","CoA-ligase activity","molecular_function","false"
"P31552","enables","GO:0051109","crotonobetaine-CoA ligase activity","molecular_function","false"
"P0ACN4","involved_in","GO:0045892","negative regulation of DNA-templated transcription","biological_process","false"
"P0ACN4","located_in","GO:0005829","cytosol","cellular_component","false"
"P0ACN4","enables","GO:0005515","protein binding","molecular_function","false"
"P0ACN4","enables","GO:0003700","DNA-binding transcription factor activity","molecular_function","false"
"P0ACN4","enables","GO:0042802","identical protein binding","molecular_function","false"
"P0ACN4","involved_in","GO:0006355","regulation of DNA-templated transcription","biological_process","false"
"P0ACN4","enables","GO:0003677","DNA binding","molecular_function","false"
"P0ACN4","acts_upstream_of_or_within","GO:0006974","DNA damage response","biological_process","false"
"P31572","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P31572","enables","GO:0016782","transferase activity, transferring sulphur-containing groups","molecular_function","false"
"P31572","involved_in","GO:0009437","carnitine metabolic process","biological_process","false"
"P31572","enables","GO:0008735","L-carnitine CoA-transferase activity","molecular_function","false"
"P31572","enables","GO:0008410","CoA-transferase activity","molecular_function","false"
"P31572","enables","GO:0016740","transferase activity","molecular_function","false"
"P31572","enables","GO:0003824","catalytic activity","molecular_function","false"
"P31572","acts_upstream_of_or_within","GO:0042413","carnitine catabolic process","biological_process","false"
"P09162","acts_upstream_of_or_within","GO:0044011","single-species biofilm formation on inanimate substrate","biological_process","false"
"P09162","acts_upstream_of_or_within","GO:0070301","cellular response to hydrogen peroxide","biological_process","false"
"P09162","acts_upstream_of_or_within","GO:0071468","cellular response to acidic pH","biological_process","false"
"P60566","acts_upstream_of_or_within","GO:0042413","carnitine catabolic process","biological_process","false"
"P60566","enables","GO:0009055","electron transfer activity","molecular_function","false"
"P60566","involved_in","GO:0009437","carnitine metabolic process","biological_process","false"
"P60566","enables","GO:0005515","protein binding","molecular_function","false"
"P0A9U1","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P0A9U1","enables","GO:0005524","ATP binding","molecular_function","false"
"P0A9U1","acts_upstream_of_or_within","GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane","biological_process","false"
"P0A9U1","located_in","GO:0005886","plasma membrane","cellular_component","false"
"P0A9U1","part_of","GO:0055052","ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing","cellular_component","false"
"P0A9U1","enables","GO:0016887","ATP hydrolysis activity","molecular_function","false"
"P0A9U1","involved_in","GO:0035725","sodium ion transmembrane transport","biological_process","false"
"P0A9U1","enables","GO:0005515","protein binding","molecular_function","false"
"P0A9U1","involved_in","GO:0006855","xenobiotic transmembrane transport","biological_process","false"
"P0A9U1","involved_in","GO:0090452","lithium ion transmembrane transport","biological_process","false"
"P0A9U1","enables","GO:0015562","efflux transmembrane transporter activity","molecular_function","false"
"P0A9U1","involved_in","GO:0015904","tetracycline transmembrane transport","biological_process","false"
"P31574","involved_in","GO:0009437","carnitine metabolic process","biological_process","false"
"P31574","acts_upstream_of_or_within","GO:0042413","carnitine catabolic process","biological_process","false"
"P31574","involved_in","GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase","biological_process","false"
"P31574","enables","GO:0005515","protein binding","molecular_function","false"
"P31574","enables","GO:0050660","flavin adenine dinucleotide binding","molecular_function","false"
"P31574","enables","GO:0009055","electron transfer activity","molecular_function","false"
"P0AES0","enables","GO:0003824","catalytic activity","molecular_function","false"
"P0AES0","enables","GO:0000166","nucleotide binding","molecular_function","false"
"P0AES0","enables","GO:0046872","metal ion binding","molecular_function","false"
"P0AES0","enables","GO:0005524","ATP binding","molecular_function","false"
"P0AES0","enables","GO:0005515","protein binding","molecular_function","false"
"P0AES0","enables","GO:0016874","ligase activity","molecular_function","false"
"P0AES0","enables","GO:0008885","glutathionylspermidine synthase activity","molecular_function","false"
"P0AES0","located_in","GO:0005829","cytosol","cellular_component","false"
"P0AES0","enables","GO:0008884","glutathionylspermidine amidase activity","molecular_function","false"
"P0AES0","enables","GO:0016787","hydrolase activity","molecular_function","false"
"P0AES0","involved_in","GO:0006749","glutathione metabolic process","biological_process","false"
"P0AES0","involved_in","GO:0008216","spermidine metabolic process","biological_process","false"
"P32157","enables","GO:0016661","oxidoreductase activity, acting on other nitrogenous compounds as donors","molecular_function","false"
"P32157","located_in","GO:0005829","cytosol","cellular_component","false"
"P32157","involved_in","GO:0009407","toxin catabolic process","biological_process","false"
"P32157","enables","GO:0003824","catalytic activity","molecular_function","false"
"P32157","enables","GO:0030151","molybdenum ion binding","molecular_function","false"
"P32157","enables","GO:0030170","pyridoxal phosphate binding","molecular_function","false"
"P32157","enables","GO:0016491","oxidoreductase activity","molecular_function","false"
"P32157","involved_in","GO:0009636","response to toxic substance","biological_process","false"
"P32157","enables","GO:0042803","protein homodimerization activity","molecular_function","false"
"P68644","enables","GO:0071949","FAD binding","molecular_function","false"
"P68644","enables","GO:0016491","oxidoreductase activity","molecular_function","false"
"P68644","involved_in","GO:0009437","carnitine metabolic process","biological_process","false"
"P68646","enables","GO:0005515","protein binding","molecular_function","false"
"P68646","enables","GO:0046872","metal ion binding","molecular_function","false"
"P68646","enables","GO:0051539","4 iron, 4 sulfur cluster binding","molecular_function","false"
"P68646","enables","GO:0005506","iron ion binding","molecular_function","false"
"P68646","enables","GO:0051536","iron-sulfur cluster binding","molecular_function","false"
"P77650","part_of","GO:0009334","3-phenylpropionate dioxygenase complex","cellular_component","false"
"P77650","enables","GO:0008860","ferredoxin-NAD+ reductase activity","molecular_function","false"
"P77650","enables","GO:0005515","protein binding","molecular_function","false"
"P77650","enables","GO:0016491","oxidoreductase activity","molecular_function","false"
"P77650","enables","GO:0008695","3-phenylpropionate dioxygenase activity","molecular_function","false"
"P77650","involved_in","GO:0019380","3-phenylpropionate catabolic process","biological_process","false"
"P77650","enables","GO:0016651","oxidoreductase activity, acting on NAD(P)H","molecular_function","false"
"P77806","enables","GO:0016740","transferase activity","molecular_function","false"
"P77806","enables","GO:0005515","protein binding","molecular_function","false"
"P77806","enables","GO:0008483","transaminase activity","molecular_function","false"
"P77806","enables","GO:0042803","protein homodimerization activity","molecular_function","false"
"P77806","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P77806","enables","GO:0010326","methionine-oxo-acid transaminase activity","molecular_function","false"
"P77806","enables","GO:0030170","pyridoxal phosphate binding","molecular_function","false"
"P77806","enables","GO:0016212","kynurenine-oxoglutarate transaminase activity","molecular_function","false"
"P19624","enables","GO:0000287","magnesium ion binding","molecular_function","false"
"P19624","enables","GO:0008270","zinc ion binding","molecular_function","false"
"P19624","involved_in","GO:0042823","pyridoxal phosphate biosynthetic process","biological_process","false"
"P19624","involved_in","GO:0008615","pyridoxine biosynthetic process","biological_process","false"
"P19624","enables","GO:0050897","cobalt ion binding","molecular_function","false"
"P19624","enables","GO:0016491","oxidoreductase activity","molecular_function","false"
"P19624","enables","GO:0050570","4-hydroxythreonine-4-phosphate dehydrogenase activity","molecular_function","false"
"P19624","enables","GO:0046872","metal ion binding","molecular_function","false"
"P19624","enables","GO:0042803","protein homodimerization activity","molecular_function","false"
"P19624","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P19624","enables","GO:0042802","identical protein binding","molecular_function","false"
"P19624","enables","GO:0051287","NAD binding","molecular_function","false"
"P75882","located_in","GO:0005886","plasma membrane","cellular_component","false"
"P75882","located_in","GO:0016020","membrane","cellular_component","false"
"P09147","enables","GO:0003978","UDP-glucose 4-epimerase activity","molecular_function","false"
"P09147","enables","GO:0016857","racemase and epimerase activity, acting on carbohydrates and derivatives","molecular_function","false"
"P09147","enables","GO:0070403","NAD+ binding","molecular_function","false"
"P09147","acts_upstream_of_or_within","GO:0005975","carbohydrate metabolic process","biological_process","false"
"P09147","located_in","GO:0005829","cytosol","cellular_component","false"
"P09147","involved_in","GO:0006012","galactose metabolic process","biological_process","false"
"P09147","involved_in","GO:0005996","monosaccharide metabolic process","biological_process","false"
"P09147","located_in","GO:0005737","cytoplasm","cellular_component","false"
"P09147","enables","GO:0016853","isomerase activity","molecular_function","false"
"P09147","acts_upstream_of_or_within","GO:0009242","colanic acid biosynthetic process","biological_process","false"
"P09147","enables","GO:0005515","protein binding","molecular_function","false"
"P09147","acts_upstream_of_or_within","GO:0033499","galactose catabolic process via UDP-galactose","biological_process","false"
"P09147","enables","GO:0042802","identical protein binding","molecular_function","false"
"P07639","enables","GO:0016838","carbon-oxygen lyase activity, acting on phosphates","molecular_function","false"
"P07639","involved_in","GO:0008652","amino acid biosynthetic process","biological_process","false"
