id	name	namespace	alt_id	def	comment	subset	synonym	xref	is_a	relationship	property_value
GO:0010469	regulation of signaling receptor activity	biological_process		Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity. [GOC:dph, GOC:tb]		gocheck_do_not_annotate	regulation of signalling receptor activity EXACT []		GO:0065009 ! regulation of molecular function	regulates GO:0060089 ! molecular transducer activity	
GO:0010517	regulation of phospholipase activity	biological_process		Any process that modulates the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0060191 ! regulation of lipase activity		
GO:0010518	positive regulation of phospholipase activity	biological_process		Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0060193 ! positive regulation of lipase activity		
GO:0010519	negative regulation of phospholipase activity	biological_process		Any process that decreases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0060192 ! negative regulation of lipase activity		
GO:0010533	regulation of activation of Janus kinase activity	biological_process	GO:0010534	Any process that modulates the frequency or rate of activation of JAK (Janus Activated Kinase) protein. The activation of JAK protein is the process of introducing a phosphate group to a tyrosine residue of a JAK (Janus Activated Kinase) protein, thereby activating it. [GOC:dph, GOC:tb, PMID:17190829, PMID:9135582]		gocheck_do_not_annotate	regulation of tyrosine phosphorylation of JAK2 protein NARROW [GOC:dph, GOC:tb]		GO:0045859 ! regulation of protein kinase activity	regulates GO:0042976 ! activation of Janus kinase activity	
GO:0010536	positive regulation of activation of Janus kinase activity	biological_process	GO:0010537	Any process that increases the frequency or rate of activation of JAK (Janus Activated Kinase) protein. The activation of JAK protein is the process of introducing a phosphate group to a tyrosine residue of a JAK (Janus Activated Kinase) protein, thereby activating it. [GOC:dph, GOC:tb, PMID:9135582]		gocheck_do_not_annotate	positive regulation of tyrosine phosphorylation of JAK2 protein NARROW [GOC:dph, GOC:tb]		GO:0045860 ! positive regulation of protein kinase activity	positively_regulates GO:0042976 ! activation of Janus kinase activity	
GO:0010578	regulation of adenylate cyclase activity involved in G protein-coupled receptor signaling pathway	biological_process		Any process that modulates the frequency, rate or extent of adenylate cyclase (AC) activity that is an integral part of a G protein-coupled receptor signaling pathway. [GOC:dph, GOC:signaling, GOC:tb]		gocheck_do_not_annotate	regulation of adenylate cyclase activity involved in G-protein signalling EXACT [GOC:mah]		GO:0045761 ! regulation of adenylate cyclase activity	part_of GO:0051716 ! cellular response to stimulus	
GO:0010692	regulation of alkaline phosphatase activity	biological_process		Any process that modulates the frequency, rate or extent of alkaline phosphatase activity, the catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0010921 ! regulation of phosphatase activity		
GO:0010693	negative regulation of alkaline phosphatase activity	biological_process		Any process that decreases the frequency, rate or extent of alkaline phosphatase activity, the catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0010923 ! negative regulation of phosphatase activity		
GO:0010694	positive regulation of alkaline phosphatase activity	biological_process		Any process that increases the frequency, rate or extent of alkaline phosphatase activity, the catalysis of the reaction: an orthophosphoric monoester + H2O = an alcohol + phosphate, with an alkaline pH optimum. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0010922 ! positive regulation of phosphatase activity		
GO:0010722	regulation of ferrochelatase activity	biological_process		Any process that modulates the frequency, rate or extent of ferrochelatase activity; catalysis of the reaction: protoporphyrin + Fe2+ = protoheme + 2 H+. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0051339 ! regulation of lyase activity		
GO:0010731	protein glutathionylation	biological_process		The protein modification process in which a glutathione molecule is added to a protein amino acid through a disulfide linkage. [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]		gocheck_do_not_annotate	protein amino acid glutathionylation EXACT [GOC:bf]		GO:0043412 ! macromolecule modification		
GO:0010835	regulation of protein ADP-ribosylation	biological_process		Any process that modulates the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids. [GOC:dph, GOC:tb]		gocheck_do_not_annotate	regulation of protein amino acid ADP-ribosylation EXACT [GOC:bf]		GO:0051338 ! regulation of transferase activity		
GO:0010836	negative regulation of protein ADP-ribosylation	biological_process		Any process that decreases the frequency, rate or extent of protein ADP-ribosylation. Protein ADP-ribosylation is the transfer, from NAD, of ADP-ribose to protein amino acids. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate	negative regulation of protein amino acid ADP-ribosylation EXACT [GOC:bf]		GO:0051348 ! negative regulation of transferase activity		
GO:0010849	regulation of proton-transporting ATPase activity, rotational mechanism	biological_process		Any process that modulates the rate of ATP hydrolysis by an ATPase. Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism. [GOC:dph, GOC:tb]		gocheck_do_not_annotate	regulation of V-type ATPase activity BROAD [GOC:dph, GOC:tb]		GO:0043462 ! regulation of ATP-dependent activity	regulates GO:0015318 ! inorganic molecular entity transmembrane transporter activity	
GO:0010864	positive regulation of protein histidine kinase activity	biological_process		Any process that increases the frequency, rate or extent of protein histidine kinase activity. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0045860 ! positive regulation of protein kinase activity		
GO:0010910	positive regulation of heparan sulfate proteoglycan biosynthesis by positive regulation of epimerase activity	biological_process		Any process that increases the rate, frequency or extent of heparan sulfate proteoglycan biosynthesis by an increase in epimerase activity. This epimerase activity catalyzes the reaction that converts D-glucuronate into its diastereoisomer in heparan sulfate. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0031328 ! positive regulation of cellular biosynthetic process	regulates GO:1901566 ! organonitrogen compound biosynthetic process	
GO:0010911	regulation of isomerase activity	biological_process		Any process that modulates the activity of an isomerase. An isomerase catalyzes the geometric or structural changes within one molecule. Isomerase is the systematic name for any enzyme of EC class 5. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0050790 ! regulation of catalytic activity		
GO:0010912	positive regulation of isomerase activity	biological_process		Any process that increases the activity of an isomerase. An isomerase catalyzes the geometric or structural changes within one molecule. Isomerase is the systematic name for any enzyme of EC class 5. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0043085 ! positive regulation of catalytic activity		
GO:0010921	regulation of phosphatase activity	biological_process		Any process that modulates the rate or frequency of phosphatase activity. Phosphatases catalyze the hydrolysis of phosphoric monoesters, releasing phosphate. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0051336 ! regulation of hydrolase activity	regulates GO:0016311 ! dephosphorylation	
GO:0010922	positive regulation of phosphatase activity	biological_process		Any process that increases the rate or frequency of phosphatase activity. Phosphatases catalyze the hydrolysis of phosphoric monoesters, releasing inorganic phosphate. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0051345 ! positive regulation of hydrolase activity	positively_regulates GO:0016311 ! dephosphorylation	
GO:0010923	negative regulation of phosphatase activity	biological_process		Any process that decreases the rate or frequency of phosphatase activity. Phosphatases catalyze the hydrolysis of phosphoric monoesters, releasing inorganic phosphate. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0051346 ! negative regulation of hydrolase activity	negatively_regulates GO:0016311 ! dephosphorylation	
GO:0010924	regulation of inositol-polyphosphate 5-phosphatase activity	biological_process		Any process that modulates the rate or frequency of inositol-polyphosphate 5-phosphatase activity, the catalysis of the reactions: D-myo-inositol 1,4,5-trisphosphate + H2O = myo-inositol 1,4-bisphosphate + phosphate, and 1D-myo-inositol 1,3,4,5-tetrakisphosphate + H2O = 1D-myo-inositol 1,3,4-trisphosphate + phosphate. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0010921 ! regulation of phosphatase activity		
GO:0010925	positive regulation of inositol-polyphosphate 5-phosphatase activity	biological_process		Any process that increases the rate or frequency of inositol-polyphosphate 5-phosphatase activity, the catalysis of the reactions: D-myo-inositol 1,4,5-trisphosphate + H2O = myo-inositol 1,4-bisphosphate + phosphate, and 1D-myo-inositol 1,3,4,5-tetrakisphosphate + H2O = 1D-myo-inositol 1,3,4-trisphosphate + phosphate. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0010924 ! regulation of inositol-polyphosphate 5-phosphatase activity		
GO:0010934	macrophage cytokine production	biological_process		The appearance of a macrophage cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]	Note that this term is in the subset of terms that should not be used for direct gene product annotation. Instead, select one of the 'regulation' children terms.	gocheck_do_not_annotate			GO:0061082 ! myeloid leukocyte cytokine production		
GO:0010950	positive regulation of endopeptidase activity	biological_process		Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0052548 ! regulation of endopeptidase activity		
GO:0010951	negative regulation of endopeptidase activity	biological_process		Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins. [GOC:dph, GOC:tb]		goslim_chembl			GO:0052548 ! regulation of endopeptidase activity		
GO:0010952	positive regulation of peptidase activity	biological_process		Any process that increases the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins. [GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0052547 ! regulation of peptidase activity	positively_regulates GO:0019538 ! protein metabolic process	
GO:0010956	negative regulation of calcidiol 1-monooxygenase activity	biological_process		Any process that decreases the rate, frequency or extent of calcidiol 1-monooxygenase activity. Calcidiol 1-monooxygenase activity is the catalysis of the reaction: calcidiol + NADPH + H+ + O2 = calcitriol + NADP+ + H2O. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0060558 ! regulation of calcidiol 1-monooxygenase activity	regulates GO:0065007 ! biological regulation	
GO:0010979	regulation of vitamin D 24-hydroxylase activity	biological_process		Any process that modulates the rate, frequency or extent of vitamin D 24-hydroxylase activity. Vitamin D 24-hydroxylase activity catalyzes the hydroxylation of C-24 of any form of vitamin D. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0032768 ! regulation of monooxygenase activity		
GO:0010980	positive regulation of vitamin D 24-hydroxylase activity	biological_process		Any process that increases the rate, frequency or extent of vitamin D 24-hydroxylase activity. Vitamin D 24-hydroxylase activity catalyzes the hydroxylation of C-24 of any form of vitamin D. [GOC:BHF, GOC:dph, GOC:tb]		gocheck_do_not_annotate			GO:0032770 ! positive regulation of monooxygenase activity		
GO:0010998	regulation of translational initiation by eIF2 alpha phosphorylation	biological_process		Any process that modulates the frequency, rate or extent of translation initiation in response to stress by the phosphorylation of eIF2 alpha. [GOC:BHF, GOC:dph, GOC:hjd, GOC:tb]	Consider also annotating to 'eukaryotic translation initiation factor 2alpha kinase activity ; GO:0004694'.	gocheck_do_not_annotate	regulation of translational initiation by eIF2 alpha phosphorylation in response to stress EXACT [GOC:bf]		GO:0031326 ! regulation of cellular biosynthetic process	regulates GO:1901566 ! organonitrogen compound biosynthetic process	
GO:0014076	response to fluoxetine	biological_process		Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluoxetine stimulus. Fluoxetine increases the extracellular level of the neurotransmitter serotonin by inhibiting its reuptake into the presynaptic cell, increasing the level of serotonin available to bind to the postsynaptic receptor. [GOC:ef, GOC:pr]	Note that this term is in the subset of terms that should not be used for direct manual annotation of gene products. Direct annotations to this term may be amended during annotation QC.	gocheck_do_not_annotate	response to SSRI RELATED []		GO:0036276 ! response to antidepressant		
GO:0015013	heparan sulfate proteoglycan biosynthetic process, linkage to polypeptide	biological_process		The polymerization of one or more heparan sulfate chains via a xylose link onto serine residues in the core protein of a proteoglycan. [ISBN:0815316194]		gocheck_do_not_annotate	heparin proteoglycan biosynthetic process, linkage to polypeptide RELATED []		GO:0018209 ! peptidyl-serine modification	part_of GO:1901566 ! organonitrogen compound biosynthetic process	
GO:0015318	inorganic molecular entity transmembrane transporter activity	molecular_function		Enables the transfer of an inorganic molecular entity from the outside of a cell to the inside of the cell across a membrane. An inorganic molecular entity is a molecular entity that contains no carbon. [GOC:mtg_transport, ISBN:0815340729]		gocheck_do_not_annotate	inorganic uptake permease activity EXACT []		GO:0005215 ! transporter activity	part_of GO:0009987 ! cellular process	term_tracker_item https://github.com/geneontology/go-ontology/issues/14372 xsd:anyURI
GO:0016043	cellular component organization	biological_process	GO:0071842	A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component. [GOC:ai, GOC:jl, GOC:mah]		goslim_plant_ribbon	cellular component organization in other organism EXACT []		GO:0071840 ! cellular component organization or biogenesis		
GO:0016049	cell growth	biological_process	GO:0048591	The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present. [GOC:ai]		goslim_plant	non-developmental growth of a unicellular organism RELATED [GOC:mah]		GO:0040007 ! growth		
GO:0016061	regulation of light-activated channel activity	biological_process		Any process that modulates the frequency, rate or extent of light-activated channel activity. [GOC:go_curators]		gocheck_do_not_annotate			GO:0032412 ! regulation of monoatomic ion transmembrane transporter activity		
GO:0016267	O-glycan processing, core 1	biological_process		The stepwise addition of carbohydrate or carbohydrate derivative residues to the initially added O-linked residue (usually GalNAc) to form the core 1 O-glycan structure, Gal-beta-(1->3)-GalNAc. [GOC:mah, GOC:pr, PMID:10580130]		gocheck_do_not_annotate			GO:0043412 ! macromolecule modification	part_of GO:1901566 ! organonitrogen compound biosynthetic process	
GO:0016268	O-glycan processing, core 2	biological_process		The stepwise addition of carbohydrate or carbohydrate derivative residues to the initially added O-linked residue (usually GalNAc) to form the core 2 O-glycan structure, GlcNAc-beta-(1->6)[Gal-beta-(1->3)]-GalNAc. [GOC:mah, GOC:pr, PMID:10580130]		gocheck_do_not_annotate			GO:0043412 ! macromolecule modification	part_of GO:1901566 ! organonitrogen compound biosynthetic process	
GO:0016269	O-glycan processing, core 3	biological_process		The stepwise addition of carbohydrate or carbohydrate derivative residues to the initially added O-linked residue (usually GalNAc) to form the core 3 O-glycan structure, GlcNAc-beta-(1->3)-GalNAc. [GOC:mah, GOC:pr, PMID:10580130]		gocheck_do_not_annotate			GO:0043412 ! macromolecule modification	part_of GO:1901566 ! organonitrogen compound biosynthetic process	
GO:0016270	O-glycan processing, core 4	biological_process		The stepwise addition of carbohydrate or carbohydrate derivative residues to the initially added O-linked residue (usually GalNAc) to form the core 4 O-glycan structure, GlcNAc-beta-(1->6)[GalNAc-beta-(1->3)]-GalNAc. [GOC:mah, GOC:pr, PMID:10580130]		gocheck_do_not_annotate			GO:0043412 ! macromolecule modification	part_of GO:1901566 ! organonitrogen compound biosynthetic process	
GO:0016310	phosphorylation	biological_process		The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide. [ISBN:0198506732]		goslim_metagenomics		Wikipedia:Phosphorylation	GO:0044237 ! cellular metabolic process		term_tracker_item https://github.com/geneontology/go-ontology/issues/26424 xsd:anyURI
GO:0016311	dephosphorylation	biological_process		The process of removing one or more phosphoric (ester or anhydride) residues from a molecule. [ISBN:0198506732]		gocheck_do_not_annotate		Wikipedia:Dephosphorylation	GO:0044237 ! cellular metabolic process		term_tracker_item https://github.com/geneontology/go-ontology/issues/26424 xsd:anyURI
GO:0016598	protein arginylation	biological_process	GO:0019130	The conjugation of arginine to the N-terminal aspartate or glutamate of a protein; required for the degradation of the protein via the ubiquitin pathway. [PMID:17896865]		gocheck_do_not_annotate	protein amino acid arginylation EXACT []		GO:0043412 ! macromolecule modification	part_of GO:1901565 ! organonitrogen compound catabolic process	
GO:0016631	enoyl-[acyl-carrier-protein] reductase activity (NAD(P)H)	molecular_function		Catalysis of the reaction: acyl-[acyl-carrier protein] + NAD(P)+ = trans-2,3-dehydroacyl-[acyl-carrier protein] + NAD(P)H + H+. [GOC:rb]	This term should not be used for direct annotation; please use of the children that specifies the cofactor of the reaction (NAD+ or NADP+): enoyl-[acyl-carrier-protein] reductase (NADH) activity ; GO:0004318 or enoyl-[acyl-carrier-protein] reductase (NADPH) activity ; GO:0141148.	gocheck_do_not_annotate	enoyl-acyl carrier protein reductase EXACT []	Wikipedia:Enoyl-acyl_carrier_protein_reductase			term_tracker_item https://github.com/geneontology/go-ontology/issues/25307 xsd:anyURI
GO:0017003	protein-heme linkage	biological_process		The covalent linkage of heme and a protein. [GOC:ma]		gocheck_do_not_annotate	protein-haem linkage EXACT []		GO:0017006 ! protein-tetrapyrrole linkage		
GO:0017006	protein-tetrapyrrole linkage	biological_process		The covalent linking of a tetrapyrrole to a protein. [GOC:ai]		gocheck_do_not_annotate			GO:0043412 ! macromolecule modification		
GO:0017007	protein-bilin linkage	biological_process		The covalent linkage of bilin and a protein. [GOC:ai]		gocheck_do_not_annotate			GO:0017006 ! protein-tetrapyrrole linkage		
GO:0017008	protein-phycobiliviolin linkage	biological_process		The linkage of the chromophore phycobiliviolin to phycoerythrocyanin. [RESID:AA0258]		gocheck_do_not_annotate		RESID:AA0258	GO:0017007 ! protein-bilin linkage		
GO:0017009	protein-phycocyanobilin linkage	biological_process		The linkage of the chromophore phycocyanobilin to phycocyanin or allophycocyanin. [RESID:AA0131]		gocheck_do_not_annotate		RESID:AA0131	GO:0017007 ! protein-bilin linkage		
GO:0017010	protein-phycourobilin linkage	biological_process		The linkage of the chromophore phycourobilin to phycoerythrins. [RESID:AA0260]		gocheck_do_not_annotate		RESID:AA0260	GO:0017007 ! protein-bilin linkage		
GO:0017011	protein-phycoerythrobilin linkage	biological_process		The linkage of the chromophore phycoerythrobilin to phycoerythrins. [RESID:AA0132, RESID:AA0259]		gocheck_do_not_annotate		RESID:AA0132	GO:0017007 ! protein-bilin linkage		
GO:0017012	protein-phytochromobilin linkage	biological_process		The linkage of the chromophore phytochromobilin to phycocyanin or allophycocyanin. [RESID:AA0133]		gocheck_do_not_annotate		RESID:AA0133	GO:0017007 ! protein-bilin linkage		
GO:0017013	protein flavinylation	biological_process		The addition of a flavin group to a protein amino acid. [GOC:ai]		gocheck_do_not_annotate	protein amino acid flavinylation EXACT [GOC:bf]		GO:0043412 ! macromolecule modification		
GO:0017014	protein nitrosylation	biological_process		The covalent addition of a nitric oxide group to an amino acid within a protein. [GOC:ai, PMID:20972426]		gocheck_do_not_annotate	protein amino acid nitrosylation EXACT [GOC:bf]		GO:0043412 ! macromolecule modification		
GO:0017185	peptidyl-lysine hydroxylation	biological_process		The hydroxylation of peptidyl-lysine to form peptidyl-hydroxylysine. [GOC:ai]		gocheck_do_not_annotate			GO:0018205 ! peptidyl-lysine modification		
GO:0017186	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase	biological_process		The chemical reactions and pathways resulting in the formation of peptidyl-pyroglutamic acid, catalyzed by glutaminyl-peptide cyclotransferase. [RESID:AA0031]	See also the molecular function term 'glutaminyl-peptide cyclotransferase activity ; GO:0016603'.	gocheck_do_not_annotate	peptidyl-pyroglutamic acid synthesis, using glutaminyl-peptide cyclotransferase EXACT []	RESID:AA0031	GO:0018199 ! peptidyl-glutamine modification		
GO:0017187	peptidyl-glutamic acid carboxylation	biological_process		The gamma-carboxylation of peptidyl-glutamic acid; catalyzed by the vitamin K dependent gamma-glutamyl carboxylase. [RESID:AA0032]	See also the molecular function term 'gamma-glutamyl carboxylase activity ; GO:0008488'.	gocheck_do_not_annotate		RESID:AA0032	GO:0018214 ! protein carboxylation		
GO:0017189	N-terminal peptidyl-alanine acetylation	biological_process		The acetylation of the N-terminal alanine of proteins; catalyzed by peptide alpha-N-acetyltransferase or other enzymes of this class, such as ribosomal-protein-alanine N-acetyltransferase. [RESID:AA0041]	See also the molecular function terms 'peptide alpha-N-acetyltransferase activity ; GO:0004596' and 'ribosomal-protein-alanine N-acetyltransferase activity ; GO:0008999'.	gocheck_do_not_annotate		RESID:AA0041	GO:0018194 ! peptidyl-alanine modification		
GO:0017190	N-terminal peptidyl-aspartic acid acetylation	biological_process		The acetylation of the N-terminal aspartic acid of proteins; catalyzed by aspartate N-acetyltransferase. [RESID:AA0042]	See also the molecular function term 'aspartate N-acetyltransferase activity ; GO:0017188'.	gocheck_do_not_annotate		RESID:AA0042	GO:0018197 ! peptidyl-aspartic acid modification		
GO:0017192	N-terminal peptidyl-glutamine acetylation	biological_process		The acetylation of a glutamine residue in protein to form the N5-methyl-L-glutamine derivative. The occurrence of this modification has not been confirmed. Its annotation in sequence databases is either due to the misidentification of 2-pyrrolidone-5-carboxylic acid, or to inappropriate homolog comparisons when proteolytic modification is more probable. [RESID:AA0045]		gocheck_do_not_annotate		RESID:AA0045	GO:0018199 ! peptidyl-glutamine modification		
GO:0017193	N-terminal peptidyl-glycine acetylation	biological_process		The acetylation of the N-terminal glycine of proteins to form the derivative N-acetylglycine. [RESID:AA0046]		gocheck_do_not_annotate		RESID:AA0046	GO:0018201 ! peptidyl-glycine modification		
GO:0017194	N-terminal peptidyl-isoleucine acetylation	biological_process		The acetylation of the N-terminal isoleucine of proteins to form the derivative N-acetyl-L-isoleucine. The occurrence of this modification has not been confirmed. [RESID:AA0047]		gocheck_do_not_annotate		RESID:AA0047	GO:0018203 ! peptidyl-isoleucine modification		
GO:0017195	N-terminal peptidyl-lysine N2-acetylation	biological_process		The acetylation of the N-terminal lysine of proteins to form the derivative N2-acetyl-L-lysine. The occurrence of this modification has not been confirmed. [RESID:AA0048]		gocheck_do_not_annotate		RESID:AA0048	GO:0018076 ! N-terminal peptidyl-lysine acetylation		
GO:0017196	N-terminal peptidyl-methionine acetylation	biological_process		The acetylation of the N-terminal methionine of proteins to form the derivative N-acetyl-L-methionine. [RESID:AA0049]		gocheck_do_not_annotate		RESID:AA0049	GO:0018206 ! peptidyl-methionine modification		
GO:0017197	N-terminal peptidyl-proline acetylation	biological_process		The acetylation of the N-terminal proline of proteins to form the derivative N-acetyl-L-proline. [RESID:AA0050]		gocheck_do_not_annotate		RESID:AA0050	GO:0018208 ! peptidyl-proline modification		
GO:0017198	N-terminal peptidyl-serine acetylation	biological_process		The acetylation of the N-terminal serine of proteins to form the derivative N-acetyl-L-serine. [RESID:AA0051]		gocheck_do_not_annotate		RESID:AA0051	GO:0030920 ! peptidyl-serine acetylation		
GO:0017199	N-terminal peptidyl-threonine acetylation	biological_process		The acetylation of the N-terminal threonine of proteins to form the derivative N-acetyl-L-threonine; catalyzed by peptide alpha-N-acetyltransferase. [RESID:AA0052]	See also the molecular function term 'peptide alpha-N-acetyltransferase activity ; GO:0004596'.	gocheck_do_not_annotate		RESID:AA0052	GO:0120257 ! peptidyl-threonine acetylation		
GO:0018000	N-terminal peptidyl-tyrosine acetylation	biological_process		The acetylation of the N-terminal tyrosine of proteins to form the derivative N-acetyl-L-tyrosine. [RESID:AA0053]		gocheck_do_not_annotate		RESID:AA0053	GO:0018212 ! peptidyl-tyrosine modification		
GO:0018001	N-terminal peptidyl-valine acetylation	biological_process		The acetylation of the N-terminal tyrosine of proteins to form the derivative N-acetyl-L-valine. [RESID:AA0054]		gocheck_do_not_annotate		RESID:AA0054	GO:0018213 ! peptidyl-valine modification		
GO:0018002	N-terminal peptidyl-glutamic acid acetylation	biological_process		The acetylation of the N-terminal glutamic acid of proteins to form the derivate acetyl-glutamic acid. [RESID:AA0044]	See also the molecular function term 'aspartate N-acetyltransferase activity ; GO:0017188'.	gocheck_do_not_annotate		RESID:AA0044	GO:0018200 ! peptidyl-glutamic acid modification		
GO:0018003	peptidyl-lysine N6-acetylation	biological_process		The acetylation of the peptidyl-lysine of proteins to form the derivative peptidyl-N6-acetyl-L-lysine. [RESID:AA0055]	See also the molecular function term 'tubulin N-acetyltransferase activity ; GO:0019799'.	gocheck_do_not_annotate		RESID:AA0055	GO:0018393 ! internal peptidyl-lysine acetylation		
GO:0018004	N-terminal protein formylation	biological_process		The formylation of the N-terminal amino acid of proteins. [GOC:ai]		gocheck_do_not_annotate			GO:0031365 ! N-terminal protein amino acid modification		
GO:0018005	N-terminal peptidyl-glycine N-formylation	biological_process		The formylation of the N-terminal glycine of proteins to form the derivative N-formylglycine. [RESID:AA0057]		gocheck_do_not_annotate		RESID:AA0057	GO:0018201 ! peptidyl-glycine modification		
GO:0018008	N-terminal peptidyl-glycine N-myristoylation	biological_process		The myristoylation of the N-terminal glycine of proteins to form the derivative N-myristoyl-glycine. [RESID:AA0059]		gocheck_do_not_annotate	N-terminal peptidyl-glycine N-myristylation EXACT []	RESID:AA0059	GO:0018201 ! peptidyl-glycine modification		
GO:0018009	N-terminal peptidyl-L-cysteine N-palmitoylation	biological_process		The covalent attachment of a palmitoyl group to a nitrogen (N) atom in an N-terminal cysteine residue to form N-palmitoyl-L-cysteine. [RESID:AA0060]		gocheck_do_not_annotate		RESID:AA0060	GO:0018198 ! peptidyl-cysteine modification		
GO:0018011	N-terminal peptidyl-alanine methylation	biological_process		The methylation of the N-terminal alanine of proteins. [RESID:AA0061, RESID:AA0062]		gocheck_do_not_annotate		RESID:AA0062	GO:0018194 ! peptidyl-alanine modification		
GO:0018012	N-terminal peptidyl-alanine trimethylation	biological_process		The trimethylation of the N-terminal alanine of proteins to form the derivative peptidyl-N,N,N-trimethyl-L-alanine. [RESID:AA0062]		gocheck_do_not_annotate		RESID:AA0062	GO:0018011 ! N-terminal peptidyl-alanine methylation		
GO:0018013	N-terminal peptidyl-glycine methylation	biological_process		The methylation of the N-terminal glycine of proteins to form the derivative N-methylglycine. [RESID:AA0063]		gocheck_do_not_annotate		RESID:AA0063	GO:0018201 ! peptidyl-glycine modification		
GO:0018014	N-terminal peptidyl-methionine methylation	biological_process		The methylation of the N-terminal methionine of proteins to form the derivative N-methyl-L-methionine. [RESID:AA0064]		gocheck_do_not_annotate		RESID:AA0064	GO:0018206 ! peptidyl-methionine modification		
GO:0018015	N-terminal peptidyl-phenylalanine methylation	biological_process		The methylation of the N-terminal phenylalanine of proteins to form the derivative N-methyl-L-phenylalanine. [RESID:AA0065]		gocheck_do_not_annotate		RESID:AA0065	GO:0018207 ! peptidyl-phenylalanine modification		
GO:0018016	N-terminal peptidyl-proline dimethylation	biological_process		The methylation of the N-terminal proline of proteins to form the derivative N,N-dimethyl-L-proline. [RESID:AA0066]		gocheck_do_not_annotate		RESID:AA0066	GO:0035568 ! N-terminal peptidyl-proline methylation		
GO:0018019	N-terminal peptidyl-glutamine methylation	biological_process		The methylation of a glutamine residue in proteins to form the peptidyl-N5-methyl-L-glutamine derivative. [RESID:AA0071]		gocheck_do_not_annotate		RESID:AA0071	GO:0018199 ! peptidyl-glutamine modification		
GO:0018020	peptidyl-glutamic acid methylation	biological_process		The addition of a methyl group to a glutamic acid residue in a protein. [GOC:mah]		gocheck_do_not_annotate			GO:0006479 ! protein methylation		
GO:0018021	peptidyl-histidine methylation	biological_process		The methylation of peptidyl-L-histidine to form peptidyl-L-1'-methyl-L-histidine (otherwise known as tau-methylhistidine, tele-methylhistidine) or peptidyl-L-3'-methyl-L-histidine (otherwise known as pi-methylhistidine, pros-methylhistidine). [RESID:AA0073, RESID:AA0317]		gocheck_do_not_annotate		RESID:AA0317	GO:0018202 ! peptidyl-histidine modification		
